COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS
Pozzol Groppo,"006137","296","6","0"
Pozzolo Formigaro,"006138","4612","6","0"
Prasco,"006139","486","6","0"
Predosa,"006140","1954","6","0"
Quargnento,"006141","1382","6","0"
Quattordio,"006142","1564","6","0"
Ricaldone,"006143","640","6","0"
Rivalta Bormida,"006144","1388","6","0"
Rivarone,"006145","402","6","0"
Roccaforte Ligure,"006146","125","6","0"
Rocca Grimalda,"006147","1484","6","0"
Rocchetta Ligure,"006148","215","6","0"
Ollomont,"007046","164","7","0"
Oyace,"007047","212","7","0"
Perloz,"007048","460","7","0"
Pollein,"007049","1537","7","0"
Pontboset,"007050","170","7","0"
Pontey,"007051","794","7","0"
Pont-Saint-Martin,"007052","3638","7","0"
Pré-Saint-Didier,"007053","1020","7","0"
Quart,"007054","4106","7","0"
Rhêmes-Notre-Dame,"007055","84","7","0"
Rhêmes-Saint-Georges,"007056","169","7","0"
Roisan,"007057","1024","7","0"
Saint-Christophe,"007058","3517","7","0"
Saint-Denis,"007059","374","7","0"
Saint-Marcel,"007060","1360","7","0"
Saint-Nicolas,"007061","314","7","0"
Saint-Oyen,"007062","200","7","0"
Saint-Pierre,"007063","3228","7","0"
Saint-Rhémy-en-Bosses,"007064","329","7","0"
Saint-Vincent,"007065","4564","7","0"
Sarre,"007066","4856","7","0"
Torgnon,"007067","559","7","0"
Valgrisenche,"007068","193","7","0"
Valpelline,"007069","608","7","0"
Valsavarenche,"007070","173","7","0"
Valtournenche,"007071","2263","7","0"
Verrayes,"007072","1276","7","0"
Verrès,"007073","2632","7","0"
Villeneuve,"007074","1250","7","0"
Airole,"008001","370","8","0"
Apricale,"008002","622","8","0"
Aquila d'Arroscia,"008003","153","8","0"
Armo,"008004","117","8","0"
Aurigo,"008005","333","8","0"
Badalucco,"008006","1094","8","0"
Bajardo,"008007","341","8","0"
Borghetto d'Arroscia,"008009","417","8","0"
Borgomaro,"008010","835","8","0"
Caravonica,"008012","265","8","0"
Bionaz,"007010","223","7","0"
Brissogne,"007011","946","7","0"
Brusson,"007012","862","7","0"
Challand-Saint-Anselme,"007013","751","7","0"
Challand-Saint-Victor,"007014","535","7","0"
Chambave,"007015","908","7","0"
Chamois,"007016","96","7","0"
Champdepraz,"007017","706","7","0"
Champorcher,"007018","384","7","0"
Charvensod,"007019","2401","7","0"
Châtillon,"007020","4582","7","0"
Cogne,"007021","1350","7","0"
Courmayeur,"007022","2730","7","0"
Donnas,"007023","2460","7","0"
Doues,"007024","505","7","0"
Emarèse,"007025","226","7","0"
Etroubles,"007026","476","7","0"
Fénis,"007027","1790","7","0"
Fontainemore,"007028","430","7","0"
Gaby,"007029","448","7","0"
Gignod,"007030","1741","7","0"
Gressan,"007031","3375","7","0"
Gressoney-La-Trinité,"007032","314","7","0"
Gressoney-Saint-Jean,"007033","795","7","0"
Hône,"007034","1172","7","0"
Introd,"007035","652","7","0"
Issime,"007036","405","7","0"
Issogne,"007037","1368","7","0"
Jovençan,"007038","708","7","0"
La Magdeleine,"007039","107","7","0"
La Salle,"007040","2040","7","0"
La Thuile,"007041","797","7","0"
Lillianes,"007042","444","7","0"
Montjovet,"007043","1771","7","0"
Morgex,"007044","2123","7","0"
Nus,"007045","2971","7","0"
Gorreto,"010026","85","10","0"
Isola del Cantone,"010027","1445","10","0"
Leivi,"010029","2389","10","0"
Bubbiano,"015035","2438","15","0"
Buscate,"015038","4648","15","0"
Calvignasco,"015042","1225","15","0"
Carpiano,"015050","4168","15","0"
Casarile,"015055","4033","15","0"
Cassinetta di Lugagnano,"015061","1856","15","0"
Idro,"017082","1899","17","0"
Incudine,"017083","357","17","0"
Irma,"017084","128","17","0"
Isorella,"017086","4126","17","0"
Lavenone,"017087","515","17","0"
Limone sul Garda,"017089","1142","17","0"
Lodrino,"017090","1666","17","0"
Lograto,"017091","3842","17","0"
Lorsica,"010030","422","10","0"
Lumarzo,"010031","1504","10","0"
Masone,"010032","3593","10","0"
Mele,"010033","2641","10","0"
Mezzanego,"010034","1488","10","0"
Mignanego,"010035","3557","10","0"
Moconesi,"010036","2468","10","0"
Moneglia,"010037","2684","10","0"
Montebruno,"010038","225","10","0"
Montoggio,"010039","2022","10","0"
Carate Urio,"013044","1144","13","0"
Carbonate,"013045","2956","13","0"
Carimate,"013046","4491","13","0"
Carlazzo,"013047","3187","13","0"
Caslino d'Erba,"013052","1665","13","0"
Casnate con Bernate,"013053","4984","13","0"
Cassina Rizzardi,"013055","3373","13","0"
Castelmarte,"013058","1257","13","0"
Castelnuovo Bozzente,"013059","907","13","0"
Cavargna,"013062","203","13","0"
Cerano d'Intelvi,"013063","545","13","0"
Cirimido,"013068","2135","13","0"
Claino con Osteno,"013071","568","13","0"
Colonno,"013074","499","13","0"
Misano di Gera d'Adda,"016135","2974","16","0"
Moio de' Calvi,"016136","207","16","0"
Monasterolo del Castello,"016137","1165","16","0"
Montello,"016139","3313","16","0"
Morengo,"016140","2511","16","0"
Mornico al Serio,"016141","2968","16","0"
Mozzanica,"016142","4500","16","0"
Olmo al Brembo,"016145","494","16","0"
Oltre il Colle,"016146","990","16","0"
Oltressenda Alta,"016147","146","16","0"
Oneta,"016148","583","16","0"
Onore,"016149","907","16","0"
Orio al Serio,"016150","1706","16","0"
Cisliano,"015078","4876","15","0"
Colturano,"015082","2064","15","0"
Cusago,"015097","4263","15","0"
Dresano,"015101","3012","15","0"
Ne,"010040","2203","10","0"
Neirone,"010041","841","10","0"
Orero,"010042","527","10","0"
Pieve Ligure,"010043","2485","10","0"
Portofino,"010044","377","10","0"
Propata,"010045","137","10","0"
Rezzoaglio,"010048","949","10","0"
Ronco Scrivia,"010049","4219","10","0"
Corrido,"013077","825","13","0"
Cremia,"013083","674","13","0"
Cucciago,"013084","3495","13","0"
Cusino,"013085","224","13","0"
Dizzasco,"013087","607","13","0"
Domaso,"013089","1482","13","0"
Dongo,"013090","3289","13","0"
Dosso del Liro,"013092","248","13","0"
Eupilio,"013097","2618","13","0"
Faggeto Lario,"013098","1162","13","0"
Faloppio,"013099","4780","13","0"
Fenegrò,"013100","3227","13","0"
Ornica,"016151","147","16","0"
Pagazzano,"016154","2118","16","0"
Paladina,"016155","4049","16","0"
Palazzago,"016156","4487","16","0"
Parre,"016158","2711","16","0"
Parzanica,"016159","357","16","0"
Peia,"016161","1777","16","0"
Pianico,"016162","1461","16","0"
Piario,"016163","1065","16","0"
Piazza Brembana,"016164","1205","16","0"
Piazzatorre,"016165","394","16","0"
Piazzolo,"016166","89","16","0"
Pognano,"016167","1602","16","0"
Ponte Nossa,"016168","1770","16","0"
Casalgrasso,"004045","1418","4","0"
Castagnito,"004046","2207","4","0"
Casteldelfino,"004047","155","4","0"
Castelletto Stura,"004049","1374","4","0"
Castelletto Uzzone,"004050","317","4","0"
Castellinaldo d'Alba,"004051","904","4","0"
Castellino Tanaro,"004052","296","4","0"
Castelmagno,"004053","59","4","0"
Castelnuovo di Ceva,"004054","107","4","0"
Castiglione Falletto,"004055","698","4","0"
Castiglione Tinella,"004056","839","4","0"
Castino,"004057","477","4","0"
Cavallerleone,"004058","665","4","0"
Celle di Macra,"004060","86","4","0"
Ceresole Alba,"004062","2031","4","0"
Cerretto Langhe,"004063","420","4","0"
Cervere,"004065","2240","4","0"
Chiusa di Pesio,"004068","3622","4","0"
Cigliè,"004069","181","4","0"
Cissone,"004070","86","4","0"
Clavesana,"004071","809","4","0"
Corneliano d'Alba,"004072","2166","4","0"
Cortemilia,"004073","2269","4","0"
Cossano Belbo,"004074","940","4","0"
Costigliole Saluzzo,"004075","3318","4","0"
Cravanzana,"004076","373","4","0"
Crissolo,"004077","158","4","0"
Demonte,"004079","1914","4","0"
Diano d'Alba,"004080","3638","4","0"
Dogliani,"004081","4677","4","0"
Elva,"004083","89","4","0"
Entracque,"004084","847","4","0"
Acceglio,"004001","156","4","0"
Aisone,"004002","216","4","0"
Albaretto della Torre,"004004","231","4","0"
Alto,"004005","137","4","0"
Argentera,"004006","76","4","0"
Arguello,"004007","200","4","0"
Bagnasco,"004008","1017","4","0"
Baldissero d'Alba,"004010","1066","4","0"
Barbaresco,"004011","615","4","0"
Barolo,"004013","680","4","0"
Bastia Mondovì,"004014","643","4","0"
Battifollo,"004015","219","4","0"
Beinette,"004016","3461","4","0"
Bellino,"004017","101","4","0"
Belvedere Langhe,"004018","352","4","0"
Bene Vagienna,"004019","3663","4","0"
Benevello,"004020","481","4","0"
Bergolo,"004021","56","4","0"
Bernezzo,"004022","4170","4","0"
Bonvicino,"004023","100","4","0"
Borgomale,"004024","378","4","0"
Bosia,"004026","174","4","0"
Bossolasco,"004027","636","4","0"
Briaglia,"004030","298","4","0"
Briga Alta,"004031","42","4","0"
Brondello,"004032","279","4","0"
Brossasco,"004033","1025","4","0"
Camerana,"004035","591","4","0"
Canosio,"004038","78","4","0"
Caprauna,"004039","92","4","0"
Caramagna Piemonte,"004041","3057","4","0"
Cardè,"004042","1150","4","0"
Lesegno,"004108","834","4","0"
Levice,"004109","196","4","0"
Limone Piemonte,"004110","1456","4","0"
Lisio,"004111","189","4","0"
Macra,"004112","49","4","0"
Magliano Alfieri,"004113","2220","4","0"
Magliano Alpi,"004114","2210","4","0"
Mango,"004115","1313","4","0"
Manta,"004116","3820","4","0"
Marene,"004117","3290","4","0"
Margarita,"004118","1421","4","0"
Marmora,"004119","60","4","0"
Marsaglia,"004120","221","4","0"
Martiniana Po,"004121","738","4","0"
Melle,"004122","284","4","0"
Moiola,"004123","223","4","0"
Mombarcaro,"004124","262","4","0"
Mombasiglio,"004125","604","4","0"
Monastero di Vasco,"004126","1288","4","0"
Monasterolo Casotto,"004127","82","4","0"
Monasterolo di Savigliano,"004128","1379","4","0"
Monchiero,"004129","572","4","0"
Casalromano,"020012","1517","20","0"
Castelbelforte,"020013","3259","20","0"
Castel d'Ario,"020014","4541","20","0"
Cavriana,"020018","3809","20","0"
Ceresara,"020019","2561","20","0"
Commessaggio,"020020","1113","20","0"
Dosolo,"020022","3373","20","0"
Gazoldo degli Ippoliti,"020024","3019","20","0"
Gazzuolo,"020025","2190","20","0"
Magnacavallo,"020029","1475","20","0"
Mariana Mantovana,"020032","808","20","0"
Medole,"020034","4128","20","0"
Monzambano,"020036","4977","20","0"
Motteggiana,"020037","2522","20","0"
Envie,"004085","1967","4","0"
Farigliano,"004086","1734","4","0"
Faule,"004087","475","4","0"
Feisoglio,"004088","298","4","0"
Frabosa Soprana,"004090","745","4","0"
Frabosa Sottana,"004091","1564","4","0"
Frassino,"004092","269","4","0"
Gaiola,"004093","576","4","0"
Gambasca,"004094","341","4","0"
Garessio,"004095","2987","4","0"
Genola,"004096","2609","4","0"
Gorzegno,"004097","264","4","0"
Gottasecca,"004098","129","4","0"
Govone,"004099","2294","4","0"
Grinzane Cavour,"004100","2017","4","0"
Guarene,"004101","3589","4","0"
Igliano,"004102","66","4","0"
Isasca,"004103","78","4","0"
Lagnasco,"004104","1428","4","0"
La Morra,"004105","2738","4","0"
Lequio Berria,"004106","451","4","0"
Lequio Tanaro,"004107","762","4","0"
Fornace,"022089","1319","22","0"
Frassilongo,"022090","338","22","0"
Garniga Terme,"022091","400","22","0"
Giovo,"022092","2519","22","0"
Giustino,"022093","742","22","0"
Sarmede,"026078","3038","26","0"
Segusino,"026079","1865","26","0"
Tarzo,"026084","4270","26","0"
Vidor,"026090","3671","26","0"
Zenson di Piave,"026094","1797","26","0"
Annone Veneto,"027001","3825","27","0"
Cinto Caomaggiore,"027009","3198","27","0"
Cona,"027010","2921","27","0"
Piubega,"020041","1725","20","0"
Pomponesco,"020043","1700","20","0"
Ponti sul Mincio,"020044","2327","20","0"
Quingentole,"020046","1124","20","0"
Redondesco,"020048","1240","20","0"
Campitello di Fassa,"022036","707","22","0"
Campodenno,"022037","1519","22","0"
Canal San Bovo,"022038","1477","22","0"
Canazei,"022039","1881","22","0"
Capriana,"022040","584","22","0"
Carisolo,"022042","959","22","0"
Carzano,"022043","526","22","0"
Castel Condino,"022045","221","22","0"
Castello-Molina di Fiemme,"022047","2319","22","0"
Castello Tesino,"022048","1182","22","0"
Castelnuovo,"022049","1057","22","0"
Cavalese,"022050","4112","22","0"
Cavareno,"022051","1107","22","0"
Cavedago,"022052","542","22","0"
Cavedine,"022053","3016","22","0"
Cavizzana,"022054","234","22","0"
Cimone,"022058","694","22","0"
Cinte Tesino,"022059","352","22","0"
Cis,"022060","305","22","0"
Civezzano,"022061","4090","22","0"
Commezzadura,"022064","996","22","0"
Croviana,"022068","679","22","0"
Dambel,"022071","425","22","0"
Denno,"022074","1240","22","0"
Drena,"022078","585","22","0"
Fai della Paganella,"022081","912","22","0"
Fiavè,"022083","1075","22","0"
Fierozzo,"022085","487","22","0"
Folgaria,"022087","3161","22","0"
Niella Tanaro,"004151","1000","4","0"
Novello,"004152","972","4","0"
Nucetto,"004153","397","4","0"
Oncino,"004154","82","4","0"
Ormea,"004155","1557","4","0"
Ostana,"004156","89","4","0"
Paesana,"004157","2682","4","0"
Pagno,"004158","568","4","0"
Pamparato,"004159","283","4","0"
Paroldo,"004160","204","4","0"
Perletto,"004161","268","4","0"
Perlo,"004162","112","4","0"
Pezzolo Valle Uzzone,"004164","329","4","0"
Pianfei,"004165","2101","4","0"
Piasco,"004166","2750","4","0"
Pietraporzio,"004167","76","4","0"
Piobesi d'Alba,"004168","1395","4","0"
Piozzo,"004169","982","4","0"
Pocapaglia,"004170","3333","4","0"
Polonghera,"004171","1108","4","0"
Pontechianale,"004172","166","4","0"
Pradleves,"004173","235","4","0"
Prazzo,"004174","172","4","0"
Priero,"004175","490","4","0"
Priocca,"004176","2019","4","0"
Priola,"004177","681","4","0"
Prunetto,"004178","424","4","0"
Revello,"004180","4253","4","0"
Rifreddo,"004181","1056","4","0"
Rittana,"004182","109","4","0"
Roaschia,"004183","98","4","0"
Roascio,"004184","94","4","0"
Robilante,"004185","2223","4","0"
Roburent,"004186","474","4","0"
Roccabruna,"004187","1535","4","0"
Rocca Cigliè,"004188","130","4","0"
Rocca de' Baldi,"004189","1608","4","0"
Roccaforte Mondovì,"004190","2121","4","0"
Roccasparvera,"004191","743","4","0"
Roccavione,"004192","2668","4","0"
Rocchetta Belbo,"004193","156","4","0"
Roddi,"004194","1607","4","0"
Roddino,"004195","420","4","0"
Rodello,"004196","958","4","0"
Rossana,"004197","831","4","0"
Ruffia,"004198","354","4","0"
Sale delle Langhe,"004199","475","4","0"
Sale San Giovanni,"004200","162","4","0"
Saliceto,"004201","1245","4","0"
Salmour,"004202","718","4","0"
Sambuco,"004204","85","4","0"
Sampeyre,"004205","998","4","0"
San Benedetto Belbo,"004206","163","4","0"
Monesiglio,"004131","610","4","0"
Monforte d'Alba,"004132","1979","4","0"
Montà,"004133","4687","4","0"
Montaldo di Mondovì,"004134","544","4","0"
Montaldo Roero,"004135","851","4","0"
Montanera,"004136","741","4","0"
Montelupo Albese,"004137","478","4","0"
Montemale di Cuneo,"004138","226","4","0"
Monterosso Grana,"004139","521","4","0"
Monteu Roero,"004140","1594","4","0"
Montezemolo,"004141","229","4","0"
Monticello d'Alba,"004142","2365","4","0"
Moretta,"004143","4069","4","0"
Morozzo,"004144","2021","4","0"
Murazzano,"004145","851","4","0"
Murello,"004146","933","4","0"
Narzole,"004147","3549","4","0"
Neive,"004148","3363","4","0"
Neviglie,"004149","363","4","0"
Niella Belbo,"004150","363","4","0"
Azzano d'Asti,"005006","381","5","0"
Baldichieri d'Asti,"005007","1157","5","0"
Belveglio,"005008","328","5","0"
Berzano di San Pietro,"005009","409","5","0"
Bruno,"005010","309","5","0"
Bubbio,"005011","805","5","0"
Buttigliera d'Asti,"005012","2527","5","0"
Calamandrana,"005013","1702","5","0"
Calliano,"005014","1287","5","0"
Calosso,"005015","1212","5","0"
Camerano Casasco,"005016","414","5","0"
Cantarana,"005018","999","5","0"
Capriglio,"005019","316","5","0"
Casorzo,"005020","601","5","0"
Cassinasco,"005021","599","5","0"
Castagnole delle Lanze,"005022","3704","5","0"
Castagnole Monferrato,"005023","1171","5","0"
Castel Boglione,"005024","594","5","0"
Castell'Alfero,"005025","2678","5","0"
Castellero,"005026","305","5","0"
Castelletto Molina,"005027","140","5","0"
Castello di Annone,"005028","1871","5","0"
Castelnuovo Belbo,"005029","826","5","0"
Castelnuovo Calcea,"005030","726","5","0"
Castelnuovo Don Bosco,"005031","3126","5","0"
Castel Rocchero,"005032","400","5","0"
Vertemate con Minoprio,"013242","4176","13","0"
Zelbio,"013246","197","13","0"
San Siro,"013248","1752","13","0"
Torre de' Busi,"016215","2163","16","0"
Torre de' Roveri,"016216","2458","16","0"
Torre Pallavicina,"016217","1114","16","0"
Ubiale Clanezzo,"016221","1380","16","0"
Valbondione,"016223","1015","16","0"
Valbrembo,"016224","4372","16","0"
Valgoglio,"016225","595","16","0"
Valleve,"016226","132","16","0"
Valnegra,"016227","213","16","0"
Tribiano,"015222","3641","15","0"
Vernate,"015236","3315","15","0"
Vizzolo Predabissi,"015244","4007","15","0"
Rocchetta di Vara,"011025","685","11","0"
Sesta Godano,"011028","1329","11","0"
Varese Ligure,"011029","1882","11","0"
Vernazza,"011030","779","11","0"
Zignago,"011032","497","11","0"
Agra,"012001","408","12","0"
Gravedona ed Uniti,"013249","4153","13","0"
Bellagio,"013250","3694","13","0"
Alta Valle Intelvi,"013253","2949","13","0"
Centro Valle Intelvi,"013254","3598","13","0"
Solbiate con Cagno,"013255","4721","13","0"
Albaredo per San Marco,"014001","286","14","0"
Albosaggia,"014002","2997","14","0"
Andalo Valtellino,"014003","587","14","0"
Aprica,"014004","1546","14","0"
Valtorta,"016229","261","16","0"
Vedeseta,"016230","189","16","0"
Vertova,"016234","4553","16","0"
Viadanica,"016235","1131","16","0"
Vigano San Martino,"016236","1349","16","0"
Vigolo,"016237","579","16","0"
Villa d'Adda,"016238","4645","16","0"
Villa d'Ogna,"016241","1832","16","0"
Vilminore di Scalve,"016243","1447","16","0"
Zandobbio,"016244","2738","16","0"
Adrara San Martino,"016001","2191","16","0"
Adrara San Rocco,"016002","812","16","0"
Ambivere,"016009","2392","16","0"
Antegnate,"016010","3224","16","0"
Arcene,"016011","4858","16","0"
Ardesio,"016012","3428","16","0"
Arzago d'Adda,"016013","2737","16","0"
Arsago Seprio,"012005","4835","12","0"
Azzate,"012006","4691","12","0"
Azzio,"012007","763","12","0"
Barasso,"012008","1683","12","0"
Bardello,"012009","1616","12","0"
Bedero Valcuvia,"012010","659","12","0"
Besano,"012011","2549","12","0"
Biandronno,"012014","3287","12","0"
Bisuschio,"012015","4389","12","0"
Bodio Lomnago,"012016","2215","12","0"
Brebbia,"012017","3208","12","0"
Bregano,"012018","862","12","0"
Brenta,"012019","1723","12","0"
Brezzo di Bedero,"012020","1236","12","0"
Brinzio,"012021","799","12","0"
Cazzago Brabbia,"012049","817","12","0"
Cittiglio,"012051","3832","12","0"
Clivio,"012052","1943","12","0"
Cocquio-Trevisago,"012053","4699","12","0"
Comabbio,"012054","1209","12","0"
Comerio,"012055","2931","12","0"
Cremenaga,"012056","785","12","0"
Crosio della Valle,"012057","609","12","0"
Cuasso al Monte,"012058","3611","12","0"
Cugliate-Fabiasco,"012059","3099","12","0"
Cunardo,"012060","2991","12","0"
Curiglia con Monteviasco,"012061","165","12","0"
Cuveglio,"012062","3341","12","0"
Cuvio,"012063","1673","12","0"
Daverio,"012064","3035","12","0"
Dumenza,"012065","1490","12","0"
Duno,"012066","124","12","0"
Gerola Alta,"014031","157","14","0"
