COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS,den_uts,sigla
Palaia,"050024","4565","50","0",Pisa,PI
Peccioli,"050025","4740","50","0",Pisa,PI
Borgo Pace,"041006","552","41","0",Pesaro e Urbino,PU
Cantiano,"041008","2128","41","0",Pesaro e Urbino,PU
Carpegna,"041009","1649","41","0",Pesaro e Urbino,PU
Mogliano,"043025","4485","43","0",Macerata,MC
Monte Cavallo,"043027","111","43","0",Macerata,MC
Montefano,"043029","3401","43","0",Macerata,MC
Montelupone,"043030","3472","43","0",Macerata,MC
Marliana,"047007","3155","47","0",Pistoia,PT
Riparbella,"050030","1601","50","0",Pisa,PI
Panchià,"022134","827","22","0",Trento,TN
Ronzo-Chienis,"022135","994","22","0",Trento,TN
Peio,"022136","1836","22","0",Trento,TN
Pellizzano,"022137","785","22","0",Trento,TN
Pelugo,"022138","402","22","0",Trento,TN
Malcesine,"023045","3689","23","0",Verona,VR
Marano di Valpolicella,"023046","3153","23","0",Verona,VR
Mezzane di Sotto,"023047","2530","23","0",Verona,VR
Minerbe,"023048","4562","23","0",Verona,VR
Montecchia di Crosara,"023049","4322","23","0",Verona,VR
Follina,"026027","3715","26","0",Treviso,TV
Pieve Tesino,"022142","637","22","0",Trento,TN
Pinzolo,"022143","3041","22","0",Trento,TN
Pomarolo,"022144","2468","22","0",Trento,TN
Predazzo,"022147","4528","22","0",Trento,TN
Rabbi,"022150","1343","22","0",Trento,TN
Nogarole Rocca,"023054","3735","23","0",Verona,VR
Palù,"023056","1252","23","0",Verona,VR
Pastrengo,"023057","3143","23","0",Verona,VR
Pressana,"023061","2516","23","0",Verona,VR
Rivoli Veronese,"023062","2202","23","0",Verona,VR
Roncà,"023063","3772","23","0",Verona,VR
Fregona,"026030","2854","26","0",Treviso,TV
Gorgo al Monticano,"026034","4065","26","0",Treviso,TV
Romeno,"022155","1408","22","0",Trento,TN
Roncegno Terme,"022156","2911","22","0",Trento,TN
Ronchi Valsugana,"022157","457","22","0",Trento,TN
Ronzone,"022159","438","22","0",Trento,TN
Roverè della Luna,"022160","1645","22","0",Trento,TN
Ruffrè-Mendola,"022162","407","22","0",Trento,TN
Rumo,"022163","810","22","0",Trento,TN
Sagron Mis,"022164","180","22","0",Trento,TN
Samone,"022165","556","22","0",Trento,TN
Roverchiara,"023065","2634","23","0",Verona,VR
Roveredo di Guà,"023066","1597","23","0",Verona,VR
Roverè Veronese,"023067","2096","23","0",Verona,VR
Salizzole,"023068","3822","23","0",Verona,VR
Sanguinetto,"023072","4119","23","0",Verona,VR
Meduna di Livenza,"026041","2946","26","0",Treviso,TV
Miane,"026042","3225","26","0",Treviso,TV
Monastier di Treviso,"026044","4403","26","0",Treviso,TV
Monfumo,"026045","1319","26","0",Treviso,TV
Morgano,"026047","4458","26","0",Treviso,TV
Moriago della Battaglia,"026048","2809","26","0",Treviso,TV
Jolanda di Savoia,"038010","2753","38","0",Ferrara,FE
Lagosanto,"038011","4785","38","0",Ferrara,FE
Masi Torello,"038012","2300","38","0",Ferrara,FE
Perarolo di Cadore,"025037","356","25","0",Belluno,BL
San Michele all'Adige,"022167","3904","22","0",Trento,TN
Sant'Orsola Terme,"022168","1116","22","0",Trento,TN
Sanzeno,"022169","912","22","0",Trento,TN
Sarnonico,"022170","796","22","0",Trento,TN
Scurelle,"022171","1400","22","0",Trento,TN
Segonzano,"022172","1422","22","0",Trento,TN
Sfruz,"022173","372","22","0",Trento,TN
Soraga di Fassa,"022176","683","22","0",Trento,TN
Sover,"022177","802","22","0",Trento,TN
San Mauro di Saline,"023074","572","23","0",Verona,VR
San Pietro di Morubio,"023075","3030","23","0",Verona,VR
Sant'Anna d'Alfaedo,"023078","2540","23","0",Verona,VR
San Zeno di Montagna,"023079","1414","23","0",Verona,VR
Selva di Progno,"023080","894","23","0",Verona,VR
Ormelle,"026052","4492","26","0",Treviso,TV
Orsago,"026053","3867","26","0",Treviso,TV
Portobuffolè,"026060","750","26","0",Treviso,TV
Possagno,"026061","2206","26","0",Treviso,TV
Pieve di Cadore,"025039","3729","25","0",Belluno,BL
Rivamonte Agordino,"025043","615","25","0",Belluno,BL
Rocca Pietore,"025044","1196","25","0",Belluno,BL
San Gregorio nelle Alpi,"025045","1588","25","0",Belluno,BL
San Nicolò di Comelico,"025046","387","25","0",Belluno,BL
San Pietro di Cadore,"025047","1583","25","0",Belluno,BL
San Tomaso Agordino,"025049","612","25","0",Belluno,BL
Spiazzo,"022179","1252","22","0",Trento,TN
Spormaggiore,"022180","1276","22","0",Trento,TN
Sporminore,"022181","700","22","0",Trento,TN
Stenico,"022182","1205","22","0",Trento,TN
Storo,"022183","4579","22","0",Trento,TN
Strembo,"022184","592","22","0",Trento,TN
Telve,"022188","1916","22","0",Trento,TN
Sorgà,"023084","3005","23","0",Verona,VR
Terrazzo,"023085","2150","23","0",Verona,VR
Torri del Benaco,"023086","3071","23","0",Verona,VR
Tregnago,"023087","4909","23","0",Verona,VR
Trevenzuolo,"023088","2763","23","0",Verona,VR
Velo Veronese,"023090","757","23","0",Verona,VR
Valle di Casies,"021109","2325","21","0",Bolzano,BZ
Vandoies,"021110","3324","21","0",Bolzano,BZ
Varna,"021111","4794","21","0",Bolzano,BZ
Verano,"021112","973","21","0",Bolzano,BZ
Villabassa,"021113","1602","21","0",Bolzano,BZ
Santo Stefano di Cadore,"025050","2474","25","0",Belluno,BL
San Vito di Cadore,"025051","1929","25","0",Belluno,BL
Selva di Cadore,"025054","493","25","0",Belluno,BL
Seren del Grappa,"025055","2429","25","0",Belluno,BL
Sospirolo,"025056","3127","25","0",Belluno,BL
Soverzene,"025057","365","25","0",Belluno,BL
Telve di Sopra,"022189","592","22","0",Trento,TN
Tenna,"022190","1045","22","0",Trento,TN
Tenno,"022191","2012","22","0",Trento,TN
Terragnolo,"022193","699","22","0",Trento,TN
Terzolas,"022195","642","22","0",Trento,TN
Tesero,"022196","2999","22","0",Trento,TN
Tione di Trento,"022199","3660","22","0",Trento,TN
Ton,"022200","1310","22","0",Trento,TN
Torcegno,"022202","676","22","0",Trento,TN
Vestenanova,"023093","2559","23","0",Verona,VR
Zimella,"023098","4865","23","0",Verona,VR
Sestino,"051035","1256","51","0",Arezzo,AR
Talla,"051038","999","51","0",Arezzo,AR
Monterosi,"056038","4782","56","0",Viterbo,VT
Onano,"056040","977","56","0",Viterbo,VT
Oriolo Romano,"056041","3834","56","0",Viterbo,VT
Piansano,"056043","1972","56","0",Viterbo,VT
Proceno,"056044","539","56","0",Viterbo,VT
Atina,"060011","4264","60","0",Frosinone,FR
Ausonia,"060012","2560","60","0",Frosinone,FR
Belmonte Castello,"060013","700","60","0",Frosinone,FR
Broccostella,"060015","2747","60","0",Frosinone,FR
Campoli Appennino,"060016","1660","60","0",Frosinone,FR
Casalattico,"060017","531","60","0",Frosinone,FR
Casalvieri,"060018","2581","60","0",Frosinone,FR
Buonconvento,"052003","3087","52","0",Siena,SI
Bevagna,"054004","4919","54","0",Perugia,PG
Campello sul Clitunno,"054005","2392","54","0",Perugia,PG
Cannara,"054006","4305","54","0",Perugia,PG
Cascia,"054007","3068","54","0",Perugia,PG
Castel Ritaldi,"054008","3156","54","0",Perugia,PG
Gavignano,"058041","1922","58","0",Roma,RM
Gerano,"058044","1206","58","0",Roma,RM
Gorga,"058045","702","58","0",Roma,RM
Villa San Giovanni in Tuscia,"056046","1264","56","0",Viterbo,VT
San Lorenzo Nuovo,"056047","2072","56","0",Viterbo,VT
Tessennano,"056051","306","56","0",Viterbo,VT
Casole d'Elsa,"052004","3803","52","0",Siena,SI
Castellina in Chianti,"052005","2807","52","0",Siena,SI
Castiglione d'Orcia,"052007","2260","52","0",Siena,SI
Cetona,"052008","2563","52","0",Siena,SI
Cerreto di Spoleto,"054010","1012","54","0",Perugia,PG
Citerna,"054011","3463","54","0",Perugia,PG
Jenne,"058048","349","58","0",Roma,RM
Licenza,"058051","896","58","0",Roma,RM
Magliano Romano,"058052","1503","58","0",Roma,RM
Mandela,"058053","911","58","0",Roma,RM
Marano Equo,"058055","782","58","0",Roma,RM
Mazzano Romano,"058058","3107","58","0",Roma,RM
Valentano,"056053","2811","56","0",Viterbo,VT
Vallerano,"056054","2516","56","0",Viterbo,VT
Vasanello,"056055","3970","56","0",Viterbo,VT
Vejano,"056056","2220","56","0",Viterbo,VT
Vignanello,"056058","4433","56","0",Viterbo,VT
Chiusdino,"052010","1845","52","0",Siena,SI
Gaiole in Chianti,"052013","2635","52","0",Siena,SI
Collazzone,"054014","3388","54","0",Perugia,PG
Costacciaro,"054016","1143","54","0",Perugia,PG
Fossato di Vico,"054019","2738","54","0",Perugia,PG
Fratta Todina,"054020","1840","54","0",Perugia,PG
Monteflavio,"058061","1242","58","0",Roma,RM
Montelanico,"058062","2119","58","0",Roma,RM
Montorio Romano,"058066","2034","58","0",Roma,RM
Moricone,"058067","2524","58","0",Roma,RM
Nazzano,"058069","1355","58","0",Roma,RM
Nemi,"058070","1930","58","0",Roma,RM
Accumoli,"057001","585","57","0",Rieti,RI
Amatrice,"057002","2381","57","0",Rieti,RI
Monticiano,"052018","1525","52","0",Siena,SI
Murlo,"052019","2393","52","0",Siena,SI
Giano dell'Umbria,"054021","3813","54","0",Perugia,PG
Lisciano Niccone,"054025","600","54","0",Perugia,PG
Nerola,"058071","1921","58","0",Roma,RM
Percile,"058076","215","58","0",Roma,RM
Pisoniano,"058077","736","58","0",Roma,RM
Poli,"058078","2321","58","0",Roma,RM
Antrodoco,"057003","2438","57","0",Rieti,RI
Ascrea,"057004","216","57","0",Rieti,RI
Belmonte in Sabina,"057005","639","57","0",Rieti,RI
Borbona,"057006","603","57","0",Rieti,RI
Borgorose,"057007","4374","57","0",Rieti,RI
Borgo Velino,"057008","947","57","0",Rieti,RI
Cantalice,"057009","2576","57","0",Rieti,RI
Cantalupo in Sabina,"057010","1652","57","0",Rieti,RI
Casaprota,"057011","717","57","0",Rieti,RI
Piancastagnaio,"052020","4064","52","0",Siena,SI
Pienza,"052021","2058","52","0",Siena,SI
Radda in Chianti,"052023","1518","52","0",Siena,SI
Radicofani,"052024","1073","52","0",Siena,SI
Castri di Lecce,"075017","2821","75","0",Lecce,LE
Castrignano de' Greci,"075018","3829","75","0",Lecce,LE
Rocca di Mezzo,"066082","1434","66","0",L'Aquila,AQ
Rocca Pia,"066083","180","66","0",L'Aquila,AQ
Roccaraso,"066084","1604","66","0",L'Aquila,AQ
San Benedetto dei Marsi,"066085","3850","66","0",L'Aquila,AQ
San Benedetto in Perillis,"066086","95","66","0",L'Aquila,AQ
San Demetrio ne' Vestini,"066087","1931","66","0",L'Aquila,AQ
San Pio delle Camere,"066088","669","66","0",L'Aquila,AQ
Sante Marie,"066089","1145","66","0",L'Aquila,AQ
Sant'Eusanio Forconese,"066090","380","66","0",L'Aquila,AQ
Santo Stefano di Sessanio,"066091","115","66","0",L'Aquila,AQ
Filetto,"069032","883","69","0",Chieti,CH
Fraine,"069034","291","69","0",Chieti,CH
Fresagrandinaria,"069036","927","69","0",Chieti,CH
Frisa,"069037","1685","69","0",Chieti,CH
Furci,"069038","870","69","0",Chieti,CH
Gamberale,"069039","294","69","0",Chieti,CH
Gessopalena,"069040","1311","69","0",Chieti,CH
Gissi,"069041","2642","69","0",Chieti,CH
Giuliano Teatino,"069042","1198","69","0",Chieti,CH
Binetto,"072008","2214","72","0",Bari,BA
Tavenna,"070077","640","70","0",Campobasso,CB
Torella del Sannio,"070079","727","70","0",Campobasso,CB
Toro,"070080","1328","70","0",Campobasso,CB
Trivento,"070081","4570","70","0",Campobasso,CB
Tufara,"070082","832","70","0",Campobasso,CB
Ururi,"070083","2578","70","0",Campobasso,CB
Vinchiaturo,"070084","3319","70","0",Campobasso,CB
Accadia,"071001","2277","71","0",Foggia,FG
San Vincenzo Valle Roveto,"066092","2215","66","0",L'Aquila,AQ
Scanno,"066093","1762","66","0",L'Aquila,AQ
Scontrone,"066094","544","66","0",L'Aquila,AQ
Scoppito,"066095","3812","66","0",L'Aquila,AQ
Scurcola Marsicana,"066096","2781","66","0",L'Aquila,AQ
Secinaro,"066097","331","66","0",L'Aquila,AQ
Guilmi,"069044","420","69","0",Chieti,CH
Lama dei Peligni,"069045","1134","69","0",Chieti,CH
Lentella,"069047","656","69","0",Chieti,CH
Lettopalena,"069048","329","69","0",Chieti,CH
Liscia,"069049","678","69","0",Chieti,CH
Miglianico,"069050","4776","69","0",Chieti,CH
Montazzoli,"069051","907","69","0",Chieti,CH
Monteferrante,"069052","118","69","0",Chieti,CH
Montelapiano,"069053","82","69","0",Chieti,CH
Alberona,"071002","902","71","0",Foggia,FG
Anzano di Puglia,"071003","1185","71","0",Foggia,FG
Biccari,"071006","2696","71","0",Foggia,FG
Tione degli Abruzzi,"066100","285","66","0",L'Aquila,AQ
Tornimparte,"066101","3024","66","0",L'Aquila,AQ
Villalago,"066103","529","66","0",L'Aquila,AQ
Villa Santa Lucia degli Abruzzi,"066104","93","66","0",L'Aquila,AQ
Villa Sant'Angelo,"066105","462","66","0",L'Aquila,AQ
Villavallelonga,"066106","870","66","0",L'Aquila,AQ
Villetta Barrea,"066107","617","66","0",L'Aquila,AQ
Vittorito,"066108","846","66","0",L'Aquila,AQ
Ancarano,"067002","1855","67","0",Teramo,TE
Arsita,"067003","798","67","0",Teramo,TE
Montenerodomo,"069054","640","69","0",Chieti,CH
Monteodorisio,"069055","2428","69","0",Chieti,CH
Mozzagrogna,"069056","2458","69","0",Chieti,CH
Orsogna,"069057","3746","69","0",Chieti,CH
Paglieta,"069059","4208","69","0",Chieti,CH
Palena,"069060","1292","69","0",Chieti,CH
Palmoli,"069061","843","69","0",Chieti,CH
Palombaro,"069062","976","69","0",Chieti,CH
Pennadomo,"069063","219","69","0",Chieti,CH
Bovino,"071007","3138","71","0",Foggia,FG
Candela,"071009","2732","71","0",Foggia,FG
Carlantino,"071011","916","71","0",Foggia,FG
Carpino,"071012","4008","71","0",Foggia,FG
Casalnuovo Monterotaro,"071013","1434","71","0",Foggia,FG
Casalvecchio di Puglia,"071014","1763","71","0",Foggia,FG
Basciano,"067005","2362","67","0",Teramo,TE
Bisenti,"067007","1798","67","0",Teramo,TE
Canzano,"067009","1831","67","0",Teramo,TE
Castel Castagna,"067010","457","67","0",Teramo,TE
Castelli,"067012","1025","67","0",Teramo,TE
Pennapiedimonte,"069064","445","69","0",Chieti,CH
Perano,"069065","1564","69","0",Chieti,CH
Pizzoferrato,"069066","1006","69","0",Chieti,CH
Poggiofiorito,"069067","835","69","0",Chieti,CH
Pollutri,"069068","2131","69","0",Chieti,CH
Pretoro,"069069","871","69","0",Chieti,CH
Quadri,"069070","747","69","0",Chieti,CH
Rapino,"069071","1258","69","0",Chieti,CH
Ripa Teatina,"069072","4060","69","0",Chieti,CH
Roccamontepiano,"069073","1635","69","0",Chieti,CH
Rocca San Giovanni,"069074","2301","69","0",Chieti,CH
Roccascalegna,"069075","1143","69","0",Chieti,CH
Poggiorsini,"072034","1352","72","0",Bari,BA
Castelluccio dei Sauri,"071015","2097","71","0",Foggia,FG
Castelluccio Valmaggiore,"071016","1253","71","0",Foggia,FG
Castelnuovo della Daunia,"071017","1359","71","0",Foggia,FG
Celenza Valfortore,"071018","1485","71","0",Foggia,FG
Celle di San Vito,"071019","164","71","0",Foggia,FG
Castiglione Messer Raimondo,"067013","2185","67","0",Teramo,TE
Castilenti,"067014","1435","67","0",Teramo,TE
Cellino Attanasio,"067015","2400","67","0",Teramo,TE
Cermignano,"067016","1576","67","0",Teramo,TE
Civitella del Tronto,"067017","4787","67","0",Teramo,TE
Colledara,"067018","2160","67","0",Teramo,TE
Colonnella,"067019","3660","67","0",Teramo,TE
Controguerra,"067020","2302","67","0",Teramo,TE
Roccaspinalveti,"069076","1229","69","0",Chieti,CH
Roio del Sangro,"069077","94","69","0",Chieti,CH
Rosello,"069078","218","69","0",Chieti,CH
San Buono,"069079","911","69","0",Chieti,CH
San Giovanni Lipioni,"069080","149","69","0",Chieti,CH
San Martino sulla Marrucina,"069082","897","69","0",Chieti,CH
Santa Maria Imbaro,"069084","2074","69","0",Chieti,CH
Sant'Eusanio del Sangro,"069085","2357","69","0",Chieti,CH
Scerni,"069087","3127","69","0",Chieti,CH
Chieuti,"071021","1618","71","0",Foggia,FG
Deliceto,"071022","3671","71","0",Foggia,FG
Faeto,"071023","614","71","0",Foggia,FG
Cortino,"067022","606","67","0",Teramo,TE
Crognaleto,"067023","1169","67","0",Teramo,TE
Fano Adriano,"067024","272","67","0",Teramo,TE
Isola del Gran Sasso d'Italia,"067026","4621","67","0",Teramo,TE
Montefino,"067027","983","67","0",Teramo,TE
Morro d'Oro,"067029","3603","67","0",Teramo,TE
Schiavi di Abruzzo,"069088","732","69","0",Chieti,CH
Taranta Peligna,"069089","352","69","0",Chieti,CH
Tollo,"069090","4031","69","0",Chieti,CH
Torino di Sangro,"069091","3006","69","0",Chieti,CH
Tornareccio,"069092","1726","69","0",Chieti,CH
Torrebruna,"069093","776","69","0",Chieti,CH
Torrevecchia Teatina,"069094","4222","69","0",Chieti,CH
Torricella Peligna,"069095","1252","69","0",Chieti,CH
Treglio,"069096","1689","69","0",Chieti,CH
Tufillo,"069097","376","69","0",Chieti,CH
Vacri,"069098","1609","69","0",Chieti,CH
Ischitella,"071025","4373","71","0",Foggia,FG
Isole Tremiti,"071026","458","71","0",Foggia,FG
Penna Sant'Andrea,"067033","1708","67","0",Teramo,TE
Pietracamela,"067034","240","67","0",Teramo,TE
Rocca Santa Maria,"067036","497","67","0",Teramo,TE
Moscufo,"068025","3146","68","0",Pescara,PE
Nocciano,"068026","1813","68","0",Pescara,PE
Pescosansonesco,"068029","486","68","0",Pescara,PE
Picciano,"068031","1327","68","0",Pescara,PE
Pietranico,"068032","467","68","0",Pescara,PE
Popoli,"068033","4880","68","0",Pescara,PE
Roccamorice,"068034","937","68","0",Pescara,PE
Jelsi,"070030","1731","70","0",Campobasso,CB
Limosano,"070032","718","70","0",Campobasso,CB
Lucito,"070033","630","70","0",Campobasso,CB
Lupara,"070034","451","70","0",Campobasso,CB
Macchia Valfortore,"070035","515","70","0",Campobasso,CB
Torricella,"073028","4190","73","0",Taranto,TA
Sant'Agata di Puglia,"071052","1886","71","0",Foggia,FG
Rosciano,"068035","3998","68","0",Pescara,PE
Salle,"068036","282","68","0",Pescara,PE
Sant'Eufemia a Maiella,"068037","257","68","0",Pescara,PE
San Valentino in Abruzzo Citeriore,"068038","1904","68","0",Pescara,PE
Scafa,"068039","3599","68","0",Pescara,PE
Serramonacesca,"068040","539","68","0",Pescara,PE
Tocco da Casauria,"068042","2488","68","0",Pescara,PE
Torre de' Passeri,"068043","2994","68","0",Pescara,PE
Turrivalignani,"068044","811","68","0",Pescara,PE
Vicoli,"068045","383","68","0",Pescara,PE
Villa Celiera,"068046","615","68","0",Pescara,PE
Altino,"069001","3119","69","0",Chieti,CH
Mafalda,"070036","1152","70","0",Campobasso,CB
Matrice,"070037","1071","70","0",Campobasso,CB
Mirabello Sannitico,"070038","2123","70","0",Campobasso,CB
Molise,"070039","158","70","0",Campobasso,CB
Monacilioni,"070040","488","70","0",Campobasso,CB
Montagano,"070041","1035","70","0",Campobasso,CB
Montecilfone,"070042","1274","70","0",Campobasso,CB
Montefalcone nel Sannio,"070043","1456","70","0",Campobasso,CB
Montelongo,"070044","332","70","0",Campobasso,CB
Montemitro,"070045","327","70","0",Campobasso,CB
Serracapriola,"071053","3806","71","0",Foggia,FG
Archi,"069002","2097","69","0",Chieti,CH
Ari,"069003","1108","69","0",Chieti,CH
Arielli,"069004","1116","69","0",Chieti,CH
Bomba,"069006","756","69","0",Chieti,CH
Borrello,"069007","322","69","0",Chieti,CH
Montebello sul Sangro,"069009","81","69","0",Chieti,CH
Canosa Sannita,"069010","1306","69","0",Chieti,CH
Carpineto Sinello,"069011","549","69","0",Chieti,CH
Montorio nei Frentani,"070047","392","70","0",Campobasso,CB
Morrone del Sannio,"070048","564","70","0",Campobasso,CB
Oratino,"070049","1656","70","0",Campobasso,CB
Palata,"070050","1648","70","0",Campobasso,CB
Petacciato,"070051","3724","70","0",Campobasso,CB
Petrella Tifernina,"070052","1100","70","0",Campobasso,CB
Volturara Appula,"071061","397","71","0",Foggia,FG
Volturino,"071062","1656","71","0",Foggia,FG
Ordona,"071063","2869","71","0",Foggia,FG
Zapponeta,"071064","3421","71","0",Foggia,FG
Carunchio,"069012","631","69","0",Chieti,CH
Casacanditella,"069013","1234","69","0",Chieti,CH
Casalanguida,"069014","867","69","0",Chieti,CH
Casalincontrada,"069016","3051","69","0",Chieti,CH
Castel Frentano,"069018","4371","69","0",Chieti,CH
Castelguidone,"069019","344","69","0",Chieti,CH
Castiglione Messer Marino,"069020","1627","69","0",Chieti,CH
Pietracatella,"070053","1281","70","0",Campobasso,CB
Pietracupa,"070054","220","70","0",Campobasso,CB
Portocannone,"070055","2406","70","0",Campobasso,CB
Provvidenti,"070056","105","70","0",Campobasso,CB
Ripabottoni,"070058","479","70","0",Campobasso,CB
Ripalimosani,"070059","3060","70","0",Campobasso,CB
Roccavivara,"070060","658","70","0",Campobasso,CB
Celenza sul Trigno,"069021","846","69","0",Chieti,CH
Civitaluparella,"069023","310","69","0",Chieti,CH
Civitella Messer Raimondo,"069024","807","69","0",Chieti,CH
Colledimacine,"069025","171","69","0",Chieti,CH
Colledimezzo,"069026","449","69","0",Chieti,CH
Crecchio,"069027","2769","69","0",Chieti,CH
Cupello,"069028","4833","69","0",Chieti,CH
Dogliola,"069029","326","69","0",Chieti,CH
Fara Filiorum Petri,"069030","1977","69","0",Chieti,CH
Fara San Martino,"069031","1324","69","0",Chieti,CH
Rotello,"070061","1165","70","0",Campobasso,CB
Salcito,"070062","641","70","0",Campobasso,CB
San Biase,"070063","149","70","0",Campobasso,CB
San Felice del Molise,"070064","592","70","0",Campobasso,CB
San Giacomo degli Schiavoni,"070065","1385","70","0",Campobasso,CB
San Giovanni in Galdo,"070066","531","70","0",Campobasso,CB
San Giuliano del Sannio,"070067","950","70","0",Campobasso,CB
San Giuliano di Puglia,"070068","1031","70","0",Campobasso,CB
Andrano,"075005","4726","75","0",Lecce,LE
Arnesano,"075007","4006","75","0",Lecce,LE
Bagnolo del Salento,"075008","1815","75","0",Lecce,LE
Perdifumo,"065091","1767","65","0",Salerno,SA
Perito,"065092","876","65","0",Salerno,SA
Pertosa,"065093","670","65","0",Salerno,SA
Petina,"065094","1083","65","0",Salerno,SA
Piaggine,"065095","1231","65","0",Salerno,SA
Pisciotta,"065096","2555","65","0",Salerno,SA
Pollica,"065098","2284","65","0",Salerno,SA
Positano,"065100","3854","65","0",Salerno,SA
Collepardo,"060028","921","60","0",Frosinone,FR
Colle San Magno,"060029","662","60","0",Frosinone,FR
Coreno Ausonio,"060030","1578","60","0",Frosinone,FR
Esperia,"060031","3841","60","0",Frosinone,FR
Falvaterra,"060032","543","60","0",Frosinone,FR
Filettino,"060034","510","60","0",Frosinone,FR
Fontana Liri,"060036","2813","60","0",Frosinone,FR
Fontechiari,"060037","1293","60","0",Frosinone,FR
Apollosa,"062004","2588","62","0",Benevento,BN
Arpaia,"062005","2000","62","0",Benevento,BN
Arpaise,"062006","738","62","0",Benevento,BN
Baselice,"062007","2223","62","0",Benevento,BN
Bonea,"062009","1381","62","0",Benevento,BN
Bucciano,"062010","2088","62","0",Benevento,BN
Buonalbergo,"062011","1633","62","0",Benevento,BN
Calvi,"062012","2596","62","0",Benevento,BN
Campolattaro,"062013","999","62","0",Benevento,BN
Campoli del Monte Taburno,"062014","1603","62","0",Benevento,BN
Chianche,"064027","459","64","0",Avellino,AV
Chiusano di San Domenico,"064028","2178","64","0",Avellino,AV
Contrada,"064029","3013","64","0",Avellino,AV
Conza della Campania,"064030","1301","64","0",Avellino,AV
Domicella,"064031","1862","64","0",Avellino,AV
Flumeri,"064032","2856","64","0",Avellino,AV
Fontanarosa,"064033","2968","64","0",Avellino,AV
Frigento,"064035","3541","64","0",Avellino,AV
Gesualdo,"064036","3418","64","0",Avellino,AV
Greci,"064037","627","64","0",Avellino,AV
Ortona dei Marsi,"066063","451","66","0",L'Aquila,AQ
Ortucchio,"066064","1778","66","0",L'Aquila,AQ
Ovindoli,"066065","1196","66","0",L'Aquila,AQ
Pacentro,"066066","1129","66","0",L'Aquila,AQ
Pereto,"066067","656","66","0",L'Aquila,AQ
Pescasseroli,"066068","2126","66","0",L'Aquila,AQ
Pescina,"066069","3949","66","0",L'Aquila,AQ
Pescocostanzo,"066070","1134","66","0",L'Aquila,AQ
Fumone,"060039","2048","60","0",Frosinone,FR
Gallinaro,"060040","1249","60","0",Frosinone,FR
Giuliano di Roma,"060041","2412","60","0",Frosinone,FR
Guarcino,"060042","1538","60","0",Frosinone,FR
Morolo,"060045","3243","60","0",Frosinone,FR
Casalduni,"062015","1289","62","0",Benevento,BN
Castelfranco in Miscano,"062016","863","62","0",Benevento,BN
Castelpagano,"062017","1407","62","0",Benevento,BN
Castelpoto,"062018","1172","62","0",Benevento,BN
Castelvenere,"062019","2644","62","0",Benevento,BN
Castelvetere in Val Fortore,"062020","1094","62","0",Benevento,BN
Cautano,"062021","1981","62","0",Benevento,BN
Ceppaloni,"062022","3285","62","0",Benevento,BN
Cerreto Sannita,"062023","3747","62","0",Benevento,BN
Circello,"062024","2263","62","0",Benevento,BN
Grottolella,"064039","1893","64","0",Avellino,AV
Guardia Lombardi,"064040","1599","64","0",Avellino,AV
Lacedonia,"064041","2170","64","0",Avellino,AV
Villalfonsina,"069100","916","69","0",Chieti,CH
Villamagna,"069101","2260","69","0",Chieti,CH
Villa Santa Maria,"069102","1276","69","0",Chieti,CH
Pietraferrazzana,"069103","131","69","0",Chieti,CH
Fallo,"069104","120","69","0",Chieti,CH
Acquaviva Collecroce,"070001","605","70","0",Campobasso,CB
Baranello,"070002","2582","70","0",Campobasso,CB
Bonefro,"070004","1291","70","0",Campobasso,CB
Busso,"070005","1189","70","0",Campobasso,CB
Faggiano,"073005","3470","73","0",Taranto,TA
Monteleone di Puglia,"071032","977","71","0",Foggia,FG
Torano Nuovo,"067042","1552","67","0",Teramo,TE
Torricella Sicura,"067043","2572","67","0",Teramo,TE
Tossicia,"067045","1289","67","0",Teramo,TE
Valle Castellana,"067046","903","67","0",Teramo,TE
Campochiaro,"070007","623","70","0",Campobasso,CB
Campodipietra,"070008","2441","70","0",Campobasso,CB
Campolieto,"070009","826","70","0",Campobasso,CB
Casacalenda,"070011","1988","70","0",Campobasso,CB
Casalciprano,"070012","509","70","0",Campobasso,CB
Motta Montecorvino,"071034","682","71","0",Foggia,FG
Orsara di Puglia,"071035","2604","71","0",Foggia,FG
Panni,"071037","740","71","0",Foggia,FG
Peschici,"071038","4431","71","0",Foggia,FG
Abbateggio,"068001","365","68","0",Pescara,PE
Alanno,"068002","3458","68","0",Pescara,PE
Bolognano,"068003","1066","68","0",Pescara,PE
Brittoli,"068004","268","68","0",Pescara,PE
Bussi sul Tirino,"068005","2405","68","0",Pescara,PE
Cappelle sul Tavo,"068006","4032","68","0",Pescara,PE
Caramanico Terme,"068007","1890","68","0",Pescara,PE
Carpineto della Nora,"068008","597","68","0",Pescara,PE
Castiglione a Casauria,"068009","766","68","0",Pescara,PE
Catignano,"068010","1280","68","0",Pescara,PE
Castelbottaccio,"070013","264","70","0",Campobasso,CB
Castellino del Biferno,"070014","511","70","0",Campobasso,CB
Castelmauro,"070015","1384","70","0",Campobasso,CB
Castropignano,"070016","897","70","0",Campobasso,CB
Cercemaggiore,"070017","3675","70","0",Campobasso,CB
Cercepiccola,"070018","623","70","0",Campobasso,CB
Civitacampomarano,"070019","341","70","0",Campobasso,CB
Colle d'Anchise,"070020","768","70","0",Campobasso,CB
