Codice comune,Totale_sum
93014,710
93015,1774
93016,776
93017,36600
93018,5524
93019,738
93020,3042
93021,23550
93022,25224
93024,1188
93025,23516
93026,3086
93027,8676
93028,5410
93029,15520
93030,3060
93031,6314
93032,30342
93033,103428
93034,16666
93035,6926
93036,11954
93037,39954
93038,9164
93039,2856
93040,8458
93041,30492
93042,4466
93043,12738
93044,24206
93045,574
93046,688
93047,3618
93049,1400
93050,2618
93051,16978
93052,3376
93053,7818
94001,800
94002,9802
94003,1350
94004,1390
94005,1504
94006,1674
94007,2572
94008,2174
94009,622
94010,3240
94011,314
94012,962
94013,210
94014,2400
94015,408
94016,1852
94017,2686
94018,346
94019,1220
94020,1286
94021,3812
94022,5970
94023,43170
94024,1326
94025,2130
94026,3512
94027,1940
94028,4770
94029,1034
94030,4180
94031,3336
94032,1658
94033,514
94034,874
94035,1328
94036,622
94037,1236
94038,4532
94039,2138
94040,1792
94041,1032
94042,2196
94043,902
94044,2762
94045,1374
94046,718
94047,584
94048,1284
94049,1414
94050,4478
94051,1324
94052,22418
95001,5286
95002,828
95003,500
95004,2732
95005,710
95006,7688
95007,1652
95008,706
95009,640
95010,154
95011,2524
95012,1196
95013,1336
95014,272
95015,3076
95016,306
95017,2482
95018,18086
95019,5096
95020,1740
95021,8818
95022,906
95023,1432
95024,1706
95025,9474
95026,2088
95027,3034
95028,864
95029,8096
95030,1386
95031,3454
95032,1274
95033,2396
95034,924
95035,3560
95036,672
95037,2364
95038,62938
95039,2996
95040,588
95041,4328
95042,474
95043,4202
95044,1294
95045,5852
95046,5156
95047,9514
95048,674
95049,4600
95050,4922
95051,2922
95052,4098
95053,3468
95054,866
95055,322
95056,1808
95057,1582
95058,614
95059,4372
95060,976
95061,448
95062,4690
95063,710
95064,296
95065,20202
95066,1900
95067,2194
95068,984
95069,5604
95070,1472
95071,594
95072,3134
95073,592
95074,2306
95075,2054
95076,690
95077,602
95078,238
95079,15612
95080,872
95082,3518
95083,1258
95084,314
95085,912
95086,390
95087,2064
95088,482
96001,656
96002,6260
96003,2292
96004,87624
96005,1750
96006,1770
96007,4054
96008,282
96009,640
96010,2296
96012,14840
96013,370
96014,816
96015,1652
96016,7142
96018,5692
96019,3484
96020,28744
96021,2952
96023,936
96024,1432
96025,1090
96026,7646
96027,218
96028,2990
96030,772
96031,1074
96032,4072
96033,980
96034,1160
96035,7666
96037,2656
96038,1182
96039,1882
96040,7704
96041,5388
96042,3006
96043,978
96044,356
96046,4242
96047,7574
96048,2332
96049,4700
96050,4204
96053,2972
96054,1724
96055,180
96056,3158
96057,1170
96058,3828
96059,5290
96063,2684
96064,1526
96065,2104
96066,1838
96067,540
96068,4914
96069,404
96071,4794
96072,404
96074,1842
96075,928
96076,2480
96077,15488
96078,662
96079,380
96080,2816
96081,786
96082,2280
96083,1962
96085,5438
96086,986
96087,4088
96088,21546
97001,6414
97002,5604
97003,4644
97004,8228
97005,4776
97006,10120
97007,2568
97008,6980
97009,6772
97010,9058
97011,5818
97012,10856
97013,27672
97014,2828
97015,1696
97016,26400
97017,8748
97018,1054
97019,5206
97020,7718
97021,4786
97022,7558
97023,15920
97024,3490
97025,2342
97026,9550
97027,522
97028,3426
97029,3272
97030,5228
97031,5116
97032,616
97033,2412
97034,1382
97035,1514
97036,16998
97037,5024
97038,5432
97039,4938
97040,3924
97042,96346
97043,4278
97044,10214
97045,8624
97046,20462
97047,736
97048,29714
97049,17574
97050,960
97051,7172
97052,3808
97053,5408
97054,8316
97055,60
97056,7336
97057,18468
97058,12886
97059,14080
97060,2484
97061,9658
97062,7664
97063,690
97064,268
97065,3922
97067,1788
97068,4446
97069,4410
97070,4558
97071,12722
97072,6210
97074,4354
97075,4626
97076,5626
97077,306
97078,3542
97079,1070
97082,6888
97083,22876
97084,1484
97086,5638
97090,4218
97091,11220
97092,9394
97093,1060
98001,540
98002,2162
98003,3538
98004,8726
98005,4886
98006,5442
98008,5816
98009,6448
98010,30554
98011,3074
98012,6046
98013,3172
98014,9316
98015,5794
98017,4290
98018,4436
98019,31988
98020,4586
98021,5778
98022,2298
98023,412
98024,3104
98025,4578
98026,4648
98027,2576
98028,5198
98029,5320
98030,5022
98031,92100
98032,15204
98033,134
98034,2766
98035,6166
98036,3558
98037,8870
98038,920
98039,3410
98040,4510
98041,11652
98042,4050
98043,3972
98044,2842
98045,3464
98046,5276
98047,3696
98048,7504
98049,6752
98050,26706
98051,3778
98052,3904
98053,3670
98054,7758
98055,6920
98056,11920
98057,1830
98058,3102
98059,3432
98060,3694
98061,14930
98062,2976
99001,39152
99002,34196
99003,21058
99004,2260
99005,27242
99006,2710
99008,4472
99009,1992
99011,14282
99013,70518
99014,302400
99015,6130
99016,11306
99017,18954
99018,44724
99020,20206
99021,766
99022,1600
99023,14148
99024,5394
99025,5754
99026,4126
99027,2158
99028,10344
99029,13700
100001,6334
100002,29664
100003,38012
100004,20192
100005,389826
100006,20108
100007,12168
101001,4334
101002,3208
101003,1104
101004,4988
101005,1870
101006,2142
101007,5286
101008,29094
101009,10850
101010,124898
101011,5956
101012,20216
101013,34924
101014,6796
101015,12456
101016,2124
101017,17778
101018,6594
101019,11184
101020,4086
101021,1484
101022,3956
101023,2272
101024,5996
101025,12848
101026,1590
101027,3402
102001,4096
102002,2656
102003,8534
102004,1184
102005,1968
102006,6290
102007,2252
102008,3990
102009,4126
102010,4156
102011,10188
102012,3598
102013,2724
102014,3754
102015,3286
102016,4068
102017,8952
102018,3704
102019,6956
102020,4240
102021,13144
102022,1380
102023,3244
102024,2432
102025,12316
102026,2554
102027,18536
102028,2080
102029,1874
102030,9952
102031,8926
102032,8188
102033,4274
102034,5262
102035,2534
102036,5946
102037,13098
102038,1860
102039,2278
102040,4692
102041,1638
102042,2912
102043,4798
102044,12442
102045,1480
102046,2000
102047,65538
102048,1398
102049,3548
102050,3892
103001,808
103002,812
103003,3962
103004,472
103005,200
103006,1772
103007,944
103008,9922
103009,1548
103010,1014
103011,2900
103012,370
103013,1480
103014,1186
103015,3188
103016,1788
103017,10334
103018,344
103019,6888
103021,592
103022,1166
103023,1344
103024,1528
103025,9050
103026,2800
103028,36090
103029,2112
103031,892
103032,376
103033,4724
103034,2088
103035,15632
103036,386
103037,222
103038,458
103039,1074
103040,804
103041,2768
103042,2914
103043,242
103044,4304
103045,730
103046,2518
103047,768
103048,1714
103049,1762
103050,30124
103051,6836
103052,2276
103053,2988
103054,5026
103055,1524
103056,1078
103057,3814
103058,496
103059,772
103060,1410
103061,2604
103062,2580
103064,9632
103065,1448
103066,826
103067,344
103068,3326
103069,2418
103070,770
103071,4016
103072,60782
103074,2396
103075,12816
103076,536
103077,3500
103078,626
103079,956
108001,31210
108002,4250
108003,12810
108004,36056
108005,13928
108006,14940
108007,22570
108008,31220
108009,24528
108010,34088
108011,12182
108012,70510
108013,8562
108014,4314
108015,36092
108016,14992
108017,14786
108018,13214
108019,79036
108020,17084
108021,31732
108022,6068
108023,83994
108024,52362
108025,15564
108026,17116
108027,70372
108028,92890
108029,14978
108030,47156
108031,8982
108032,11254
108033,248102
108034,47494
108035,46696
108036,10446
108037,8172
108038,7080
108039,90894
108040,47964
108041,16772
108042,8726
108043,17426
108044,20920
108045,27324
108046,15166
108047,8608
108048,18434
108049,28118
108050,52482
108051,13594
108052,10376
108053,21412
108054,31928
108055,9560
109001,7092
109002,6942
109003,1228
109004,3868
109005,6524
109006,73976
109007,1856
109008,6578
109009,2344
109010,2836
109011,1826
109012,1264
109013,3274
109014,798
109015,2216
109016,1526
109017,13238
109018,25570
109019,732
109020,1470
109021,672
109022,4284
109023,4716
109024,16166
109025,818
109026,1394
109027,1780
109028,1094
109029,1488
109030,5664
109031,4472
109032,3316
109033,32202
109034,52790
109035,4006
109036,2566
109037,34362
109038,4486
109039,666
109040,3908
110001,198614
110002,188632
110003,109662
110004,58514
110005,23252
110006,17208
110007,27964
110008,12512
110009,112022
110010,28400
111001,12206
111002,880
111003,1486
111004,2218
111005,2450
111006,2096
111007,5480
111008,5694
111009,55222
111010,12190
111011,3356
111012,1606
111013,8654
111014,19228
111015,3310
111016,12074
111017,4058
111018,4244
111019,1120
111020,1160
111021,5614
111022,3144
111023,1574
111024,614
111025,2354
111026,1616
111027,2412
111028,3964
111029,924
111030,9710
111031,12830
111032,1890
111033,5256
111034,22998
111035,52600
111036,5158
111037,442
111038,3322
111039,4188
111040,2542
111041,9178
111042,10538
111043,3046
111044,6306
111045,1724
111046,2420
111047,4906
111048,4218
111049,3012
111050,4264
111051,1764
111052,5368
111053,1164
111054,2730
111055,2320
111056,1654
111057,9996
111058,1848
111059,10036
111060,3230
111061,2382
111062,16800
111063,11792
111064,1454
111065,16840
111066,7128
111067,16770
111068,6592
111069,3440
111070,5434
111071,22052
111072,7896
111073,2264
111074,2694
111075,9698
111076,5328
111077,17832
111078,9476
111079,1282
111080,274
111081,2478
111082,1586
111083,1240
111084,7412
111085,2258
111086,3880
111087,3720
111088,2200
111089,6896
111090,2072
111091,1958
111092,818
111093,8256
111094,1024
111095,3748
111096,27550
111097,5208
111098,6976
111099,2112
111100,1312
111101,2494
111102,2120
111103,9230
111104,2032
111105,7500
111106,13702
111107,5194
