Abitanti,PRO_COM_T
6828,012068
2025,079048
1626,080032
132637,038008
254,023034
3275,070023
708,012069
1109,018062
1555,005053
1158,033020
1256,057028
2671,001104
16114,058036
645,043017
1073,022083
13024,082035
2321,029021
1392,083020
27067,034014
477,022085
1190,019043
14050,048015
2043,017071
8365,027014
3963,029022
5106,013101
23503,048052
1132,078053
5075,102011
3138,016098
2247,045006
515,060034
901,069032
2838,076032
813,018063
609,094019
1364,102013
9096,042019
15239,036012
1124,016099
9845,013102
3015,016100
774,001105
17126,036013
15311,033021
376232,048017
4537,048018
8666,038027
13938,065052
10675,060035
1207,036014
896,080034
11811,093021
1327,083021
2889,078055
81624,058120
1316,043019
7523,045007
1113,030039
8930,017072
465,083022
22659,089009
1509,090029
2898,064032
2867,111021
437,095080
192,002057
150389,071024
3239,062030
3036,031006
2329,001106
9530,051018
1394,062031
3170,022087
9117,044020
57082,054018
3770,026027
6287,011013
21031,053009
2326,098026
1054,083023
3831,091024
438,007028
2820,060036
12613,093022
2934,064033
1966,037026
7059,034015
5695,026028
2627,003066
1099,002058
261,010024
557,005054
8042,028038
5915,026029
33749,058122
324,066043
1295,060037
784,061034
571,016102
5645,034016
3162,025022
3199,057029
1202,044021
1233,062032
795,014029
870,095020
1932,076033
3095,016104
1741,030137
5253,064034
18113,063031
13295,040013
118184,040012
648,094020
439,103031
13477,058038
38401,059008
1044,019044
34711,036015
489,002059
1323,022089
1918,094021
538,030040
911,030041
569,030042
3390,001107
6011,034017
3414,016105
7169,046013
365,018064
887,083024
573,046014
4734,045008
713,066044
6298,069033
4160,027015
5992,027016
1246,070024
24530,004089
2741,054019
9349,041015
7037,027017
690,024041
741,004090
1600,004091
317,006069
5130,073006
999,062033
1757,062034
296,069034
632,011014
26216,069035
1879,102014
509,006070
947,109007
3707,083025
36033,074008
2862,078056
1657,102015
12417,089010
4748,061036
439,006071
1160,018065
23029,058039
1993,078057
348,022090
1414,029023
492,006072
1371,006073
279,001108
271,004092
1883,036016
740,057030
2177,062035
2582,029024
29729,063032
16027,063033
908,041016
635,083026
2932,026030
937,069036
666,006074
3536,064035
9229,061037
736,005055
1696,069037
595,093024
1643,001109
282,041017
1237,041018
46006,060038
3027,094022
2855,001110
1944,006075
1603,006076
23147,048019
205,016106
4147,023035
2068,060039
874,069038
3254,083027
3863,083028
752,065053
1577,111022
8199,078058
8209,039011
571,014030
1120,065054
1805,007027
879,019045
1083,006077
5729,041019
459,007029
1942,019046
752,091025
3178,083029
9175,015103
4842,037027
3784,096026
246,066045
3424,086010
5096,075028
437,079055
588,043020
6040,026031
986,029025
585,004093
2712,052013
1361,091026
3276,021034
2408,083030
26709,075029
15345,075030
8546,097036
2512,040014
1280,098027
53954,012070
15674,003068
999,012071
183,018066
3631,046015
830,076035
5473,037028
7184,028039
1254,060040
2380,024042
20278,075031
340,083031
2071,061039
2449,091027
4348,028040
821,006078
4689,017073
202,018067
341,004094
4811,048020
1363,070025
3439,024043
292,069039
10705,040015
9937,018068
834,024044
1002,016107
5381,016108
1475,016109
6574,082036
664,006079
1435,003069
27369,015105
2507,097037
4141,023036
2671,017074
11615,017075
3074,004095
1777,003070
1807,021035
2827,017076
9552,018069
2701,097038
1259,009030
393,022091
711,013106
551,001111
1992,079056
9532,001112
5792,035022
9154,040016
5265,003166
7959,002061
12307,017077
1521,029026
861,016110
4504,006081
1924,058041
9302,012072
2621,091028
8619,053010
3021,020024
4631,012073
5020,016111
4294,028041
5275,023037
2082,033022
2256,020025
73787,085007
1125,099004
10756,030043
2882,012074
1707,042020
2645,004096
793,111023
577336,010025
304,111024
5509,076036
23839,058043
1047,013107
2505,080036
1781,082037
1210,058044
1425,018071
1181,111025
1145,001113
190,103032
3945,012076
2067,102016
156,014031
1333,019048
814,111026
8824,015106
1310,069040
1195,111027
3459,064036
18615,017078
3553,003073
2380,103033
4442,095021
6176,016113
836,002062
2077,029027
603,001114
2153,017079
3828,054021
664,061040
2311,082038
9416,083032
695,006082
27431,087017
510,090030
16441,001115
5227,026032
1996,111028
3949,081010
113,096027
5049,065055
1080,103034
1734,007030
769,070026
3207,079058
727,076099
22288,073007
1780,066046
27695,072021
3449,061041
7026,080039
6896,083033
1878,055014
19949,072022
2513,022092
1328,091031
5770,079059
2661,069041
1158,075032
125854,063034
1813,082039
1196,069042
23851,067025
1296,065058
1958,075033
5365,018072
26143,108024
1006,009031
742,022093
408,009032
3972,001116
6056,026033
3298,018073
1119,082040
10177,020026
2676,012077
189,018074
2492,090083
634,019049
4687,030044
463,111029
4929,111030
455,095022
6513,111031
753,095023
855,095024
9028,020027
1958,014032
710,058045
4082,026034
20611,015108
4953,012078
8381,012079
5186,016114
6556,016115
2165,012080
1547,016116
3688,038025
92,010026
268,004097
587,025025
5695,033023
129,004098
5134,017080
5538,003076
4919,041020
6400,031008
8049,031009
1296,056028
2603,098028
2214,056029
1515,096028
28860,063035
4584,033024
596,005056
12103,037030
2851,013110
1334,013111
1457,083034
1354,003077
1269,012081
4564,028042
2001,028043
4954,077011
6458,016117
890,082041
4144,013249
2758,018075
7827,103035
674,001117
25830,087019
43808,072023
6973,061042
616,005057
1551,057031
636,064037
351,002065
308,006083
3420,007031
300,007032
826,007033
13742,048021
3085,015110
10868,023038
600,013113
12695,061043
4423,003079
2142,022095
1611,078059
2016,004100
3894,037031
241,006084
1190,016118
480,006085
896,016119
1506,019050
4435,018076
2230,033025
195,001118
4440,014033
1634,014034
82670,053011
1001,001119
20764,058046
32006,073008
7888,064038
16163,044023
3261,109008
2604,056030
3044,080040
2155,077012
1904,064039
2766,027018
37745,001120
1710,019051
7413,016120
1657,076037
12524,072024
17923,063036
3750,024047
5569,075034
5852,054022
14831,054023
6478,035023
1669,083035
942,111032
5863,013114
1557,060042
1122,029028
336,002066
2674,098029
4407,079061
1775,055015
1607,064040
529,076038
1806,078061
4741,062037
8855,069043
984,070027
761,070028
1218,050015
3602,004101
2623,111033
15079,035024
306,006086
31591,054024
1634,015112
5150,070029
5990,020028
90801,058047
3953,036017
416,069044
193,103036
11418,111034
16765,017081
2698,019052
1156,007034
1906,017082
26490,111035
65,004102
2106,091032
5246,023039
808,090031
2494,097039
1187,022097
70111,037032
42716,008031
14568,048022
1069,012082
2142,005058
361,017083
10310,012083
45,001121
110,103037
2000,097040
646,007035
9230,013118
1481,018077
705,001122
8668,015113
4441,003082
11285,015114
2280,091033
128,017084
4660,077013
77,004103
1577,079063
20257,063037
2260,056031
4394,071025
9085,017085
2759,022098
21673,094023
2589,111036
1432,082042
2020,005059
1437,010027
1430,053012
4643,067026
11274,060043
551,041021
11566,023040
17863,101013
176,016121
1147,019053
3255,023041
673,006087
10299,024048
381,001123
464,071026
4123,017086
991,065059
5296,012084
389,001124
405,007036
651,016122
1368,007037
9195,026035
1569,083036
10776,059010
488,090032
8483,090033
23444,001125
1964,019054
591,079065
5303,012085
3170,091035
40327,042021
26678,027019
2800,038010
1852,102018
744,007038
70062,066049
1807,001126
8877,001127
11081,090035
109,007039
2777,004105
2040,007040
93723,011015
800,007041
1065,025027
4736,097092
6524,058049
367,057032
9124,015115
4846,063038
1782,095082
42090,058116
883,090034
390,080041
132,024049
905,013119
1415,004104
2426,078062
5313,076039
4866,038011
1790,009033
26057,015116
530,013120
1812,078063
801,078064
1315,050016
4178,016123
1137,069045
2692,036018
2499,013121
69871,079160
2812,025026
6563,084020
7438,047005
522,002067
34947,069046
549,003083
6534,018078
10461,034018
365,018079
5314,091037
13309,058050
1328,014036
5005,001128
1178,109009
1481,064042
6315,047006
1159,018080
13504,058115
6609,070031
221,111037
3667,082044
471,013123
191,024050
20509,048024
6613,051042
15080,073009
14053,074009
135737,059011
13456,030046
4289,076040
3926,078066
693,030047
4854,080042
12266,076042
1482,001129
1475,065061
3449,064043
12682,010028
8576,023042
1149,022102
13456,076043
6011,012086
8673,012087
516,017087
1377,065063
9123,022103
7044,023043
7791,108025
96404,075035
1593,066050
48426,097042
5275,022229
4424,016124
3729,012088
25526,023044
60335,015118
9058,028044
16487,001130
2388,010029
184,001131
11605,029029
718,083037
586,016125
832,002068
675,069047
23239,089011
2202,057033
12947,086011
8157,073010
8678,075036
477,004106
743,004107
6656,082045
9942,011016
817,006088
2219,003084
835,004108
5032,034019
6267,071027
8540,108026
1827,001132
2733,096085
3697,030048
676,061044
2821,083038
6222,063039
2842,068020
335,069048
5307,011017
3795,016126
14002,075037
197,004109
8117,022104
445,001133
2023,013126
1606,083039
35861,084021
4890,045009
925,058051
3037,087020
2126,097043
545,002070
6890,030049
450,007042
5322,025029
3483,102019
35436,108027
8068,028045
3917,013128
754,083040
1476,004110
1154,017089
711,070032
2830,018081
6128,064044
12884,083041
5999,013129
128,018082
4114,015122
589,054025
186,004111
45879,108028
1575,063040
6630,014037
1292,025030
164,013130
156910,049009
4317,002071
2507,098030
12037,075038
9821,073011
2180,037033
11096,009034
328,005060
1429,001134
10366,015125
4348,013131
838,016127
1301,091039
14188,072025
12367,080043
502,091040
45942,098031
7660,098032
332,091104
1665,017090
1622,091041
3829,017091
4296,037034
3642,090084
5098,097044
10060,013133
1747,001135
1066,001136
2105,018083
877,022108
5097,012089
11798,012090
16837,017092
1886,048025
670,094024
5604,024051
5219,025071
555,017093
1383,083042
7195,040018
2898,078068
1947,013134
555,057034
16482,024052
1168,001137
7661,028046
230,103038
561,025032
3409,029030
7351,068021
9372,026036
5892,051020
2281,043022
426,010030
611,017094
2134,091042
5172,016128
655,014038
391,017095
1267,012091
3054,028047
1340,025033
820,002072
1383,006193
898,056033
89989,046017
1735,084022
32413,071028
3544,051021
276,008033
647,070033
6139,066051
922,066052
3909,033026
350,001138
1430,055016
32375,039012
3609,024053
14669,012092
2749,013135
1359,091043
1516,010031
22146,017096
1659,111038
1505,041022
2427,018084
8397,011020
1112,064045
1859,090036
450,070034
5432,013136
2613,013137
2873,016129
2488,090037
9898,013138
15815,061046
258,022109
7266,001139
506,001140
611,030051
3445,029031
4652,024127
562,001141
1025,065064
1345,012093
911,016130
8976,035026
9166,078070
2594,012142
63,098033
1072,094025
523,070035
1755,094026
1157,001142
41309,043023
10302,061047
1988,041023
7507,108029
1483,017097
9722,091044
552,103039
38219,061048
533,014035
2833,019055
4059,016131
409,103040
2929,022243
3066,059013
1156,070036
111,017098
24212,015130
1652,003088
1747,018085
14886,054026
2176,004113
2216,004114
3598,066053
1424,109010
3458,053013
1501,058052
3623,057035
14081,075039
938,009035
417,001143
1490,020029
9269,015131
379,096030
2299,030052
633,095083
661,013139
2125,102020
6218,042023
800,099022
5553,065066
1368,098034
3503,017099
611,011018
5912,030053
1719,019056
9053,037035
920,030054
3663,023045
1984,017100
3122,098035
1379,103041
996,083043
1273,012095
4297,097045
758,078072
1088,009036
16802,012096
14894,024055
3120,017101
2304,044027
668,083044
78,006090
1735,078073
2209,022110
2641,080044
2505,091046
7228,053014
575,083045
2128,111039
2739,078074
926,058053
10267,097046
226,003090
31311,073012
5422,017102
13200,017103
56078,071029
1297,004115
1942,078075
3760,087057
11745,093025
3150,064046
6860,068022
5089,026037
3817,004116
741,014039
49563,020030
6416,030055
7784,058054
6891,016132
7432,001316
569,090038
7990,092037
17716,036019
3156,023046
799,058055
1790,030056
3425,078076
3113,078077
5272,036020
1636,003091
9503,024056
246,005061
5014,076044
6161,015134
6560,020031
410,079071
7207,058056
66,057036
4277,017104
3599,012097
2120,049010
1974,049011
3448,051022
2514,018086
17727,027020
3124,021047
3330,004117
9634,026038
1296,001144
379,005062
1416,004118
11754,110005
366,097047
792,020032
25011,013143
1477,031010
1761,085008
7920,063042
29890,063043
45344,058057
3176,047007
652,017105
7815,020033
7931,012098
3149,017106
1421,080046
14122,024057
3040,048026
4795,095025
224,004120
83010,081011
18566,054027
4019,076045
5614,076046
3395,056034
8853,075040
21637,027021
835,021049
6891,030057
2062,019057
1635,075041
48759,073013
10738,016133
728,004121
16298,067047
1026,079074
486,090039
514,080047
1775,098036
5299,073014
6849,037036
1685,018087
2117,061050
1662,064047
978,078078
346,012099
1273,111040
3630,015136
14434,087023
32170,087024
1582,076047
307,012100
5141,026039
1462,103042
9371,026040
9164,028048
1772,028049
2295,038012
1352,006091
3342,013144
3629,010032
69216,045010
1424,066054
5267,063092
7946,047008
927,109011
10602,039013
8320,053015
3708,054028
32762,073015
4451,098037
6104,028050
548,096031
54,001145
2065,096032
1663,044029
140,022112
109,009037
1109,003093
121,103043
1045,095026
9578,043024
60427,077014
3899,001146
11355,075042
1078,070037
669,001147
51858,081012
12577,017107
3094,058058
11408,085009
4002,087056
1496,083046
559,022113
998,014040
4170,001148
825,001149
1734,091047
23666,108030
974,031011
10932,034020
16818,037037
12248,015139
2398,016250
4103,020034
2932,026041
1858,028052
2447,003095
1744,029032
1280,006092
10022,040019
2641,010033
18270,015140
10097,075043
443,098038
17811,076048
5033,080049
846,080048
13632,089012
3436,101014
6996,075044
10865,080050
1875,064048
285,004122
941,014041
2216,075045
18790,015142
3133,013145
360,018089
174,008034
12321,084023
23418,058059
6326,027022
186,006093
14931,097048
1846,012101
1316,041025
1026,041026
22172,065067
6864,040020
1229,001150
11999,064049
2572,030058
998,042024
2144,103044
2608,028053
1723,098039
4097,013147
2347,083047
26496,074010
1826,014043
1621,012102
4220,015144
6725,038014
6244,101015
229420,083048
11659,028054
7971,063046
78,001151
4485,108031
894,022114
1063,018090
495,096033
473,018091
2552,023047
1501,010034
1343,018092
1600,022115
764,001152
5556,022116
2814,082047
161,016134
7368,022117
1228,003097
580,096034
3279,026042
799,003098
366,103045
116,057037
3458,075046
4778,069050
746,079077
3572,010035
3089,061051
1386935,015146
30927,083049
2874,085010
6591,102021
1517,095027
1241,083050
3297,009038
1761,017108
5285,087027
4599,023048
8857,037038
3572,075047
2676,065068
21737,059014
1931,046019
503,009039
38664,027023
4498,087028
1281,006094
2123,070038
3894,018093
972,094027
24195,036022
27433,027024
929,083051
13706,099005
2975,016135
5598,108032
8791,097049
547,076049
50235,087029
4529,083052
511,005063
2466,010036
186092,036023
54286,088006
4466,040022
155,095084
37814,072027
2640,022118
484,097050
1681,030059
5486,020035
4450,043025
27814,026043
451,095028
4072,095029
1665,030060
205,016136
1871,065069
220,004123
25139,072028
2068,006095
1030,046020
59108,072029
369,066055
1506,062041
15631,037039
618,008035
590,006096
158,070039
3753,076050
93,002078
2397,080051
3589,097051
1596,013152
201,005064
260,004124
2094,041027
1035,005065
602,004125
402,001153
988,006097
2144,005066
2492,003100
646,001154
499,057038
208,006098
481,070040
1005,005067
908,005068
329,001155
1288,004126
84,004127
1384,004128
4401,026044
4607,111041
57862,001156
2845,005069
33,001157
195,006099
586,004129
873,034022
1391,002079
892,005070
1372,099006
3760,041028
14357,041029
22470,004130
30604,061052
2714,010037
620,004131
28979,031012
2016,004132
2623,083054
1315,026045
872,005071
3721,037040
148,006100
570,083055
3822,096035
1535,078080
2375,013153
2619,017109
564,006101
532,017110
48761,072030
39333,082049
631,109012
4576,044031
3317,042025
17384,028055
19812,092109
21139,047009
323,005072
251,006102
935,005073
1043,070041
2981,014044
9033,028056
1493,083056
387,064051
3583,048027
2171,083057
6972,077016
5862,052037
247,006103
629,006104
537,004134
848,004135
740,005074
712,001158
10785,047010
1000,001159
2489,084024
498,008068
1985,044032
8987,056035
3397,001160
894,018094
20583,078081
5220,001161
2263,098040
742,004136
5292,013154
1644,109013
2397,094028
1742,079080
905,069051
12463,053016
1505,054029
113,043027
658,041031
2296,019058
2826,024063
12689,063047
761,109016
1122,041035
1699,017111
1901,097052
2824,041038
8722,058064
338,109021
3054,042029
2000,056037
6314,059015
1506,065075
12508,060044
7666,043031
2352,109023
10906,037042
8724,051025
6799,042030
12212,071033
1130,054032
8098,109024
411,109025
694,109026
1566,018095
940,068023
6148,080053
79,069009
6539,024060
31509,026046
228,010038
2752,041030
527,018096
4391,046021
1904,042026
6997,043026
315,006105
4954,055017
1678,050019
20811,047011
4329,023049
10491,035027
23553,024061
5084,024062
533,006106
1279,005075
11067,034023
1276,070042
1070,041033
11020,065072
12576,065073
7395,043028
1270,103046
913,036024
520,044034
1456,085011
3243,064053
5502,054030
407,109014
1421,062042
1454,070043
3409,043029
2573,041034
119,069052
13210,056036
993,067027
2232,099008
2144,036025
1231,058061
9067,023050
11714,064054
1298,055019
2206,064055
1270,064056
3414,024064
1811,024065
460,044038
302,006107
1713,078082
6653,109017
12743,109018
1002,099009
1501,012103
2322,005076
118,008037
11570,028057
5460,073016
6886,041036
2136,058062
1422,055021
364,109019
991,071032
582,054031
110,090040
1201,057041
6036,082050
5249,058063
7608,064057
3303,016139
338,070044
479,004137
14337,048028
3561,043030
3173,082051
1124,005077
229,004138
2753,064058
297,006108
3788,073017
220,013155
522,051023
5187,064059
1515,076051
324,070045
564,044044
18988,100003
1167,076052
493,030061
6319,070046
517,094029
644,069054
2448,069055
5720,079081
2342,073018
12946,044045
13895,052015
1721,051024
2358,066056
4299,093027
6204,037041
10061,052016
2099,094030
9085,052017
13791,075048
4861,056038
1421,011019
2863,088007
1609,102023
41809,058065
1301,053027
2154,109022
2650,075049
6460,065076
13432,062043
9510,077017
431,018097
386,103047
2166,050020
6895,099029
3274,036026
282,018098
54715,068024
13511,048030
859,001162
1606,004140
2846,084025
24419,051026
2699,097053
768,050021
2829,024066
232,004141
2390,090041
1714,040028
4546,017112
5252,033027
709,018099
4175,097054
9065,024067
2372,004142
26204,017113
1530,052018
1170,053017
1580,005121
10360,045011
5114,017114
1757,007043
2487,019059
2032,010039
1612,054033
11178,050022
2634,013157
7873,067028
394,070047
2030,058066
19695,064121
3084,024068
450,095085
4687,004133
1662,018100
1932,012104
124193,108033
5012,020036
6395,037044
4218,078083
1375,006109
188,005079
4274,012105
12432,014045
418,006110
3200,075050
7147,099011
4778,062044
4660,037045
2491,016140
1898,090042
552,109028
4073,004143
940,033028
4456,026047
2125,007044
693,095030
9949,022123
2825,026048
1088,015150
1400,066057
847,001163
8733,058068
2803,078084
4997,012106
730,006111
2950,016141
614,018101
3260,060045
2012,004144
1188,064063
1820,042031
3600,067029
345,057045
576,070048
2704,093028
631,006112
15636,018102
2484,030063
757,019060
1635,064064
9238,067030
3163,068025
1549,031014
1462,096084
865,019061
823,083058
686,083059
746,002082
10807,026049
680,071034
6035,080054
12264,087030
8102,015151
1160,078085
1359,096037
2563,020037
15740,073019
2449,069056
4514,016142
8005,023051
7426,016143
863,043034
5197,064065
35363,063048
5793,098041
2408,045012
772,017115
5252,111042
836,004145
952,004146
1357,006113
2422,052019
4926,075051
5240,076053
842,090043
2680,017116
1526,111043
11496,027025
959,013160
7624,024070
10194,085012
2456,030064
602,096038
2869,022124
2000,021055
3118,024071
969702,063049
1744,095031
3163,111044
1219,102024
31417,075052
18849,055022
7375,084026
3533,004147
174,009041
3734,083060
10826,017117
527,066058
1367,058069
2208,010040
1813,003103
17097,023052
844,010041
3474,004148
11528,016144
2009,058070
1429,076054
641,095032
5453,067031
1920,058071
6617,026050
17113,015154
204,057046
1201,013161
982,096039
50624,058072
5216,075053
3579,034024
369,004149
2027,017118
816,003104
3693,097056
47850,001164
7501,087031
290,018103
13426,086012
6176,102025
360,004150
1011,004151
2637,030065
2995,086013
3645,083061
10338,005080
16184,027026
113,001165
361,078086
1826,068026
45804,065078
24401,065079
4782,079087
5671,054034
12996,034025
18741,072031
2224,075054
807,076055
8406,023053
2072,022127
3757,023054
26440,072032
34807,063050
6859,001166
2578,009042
283,001167
1335,022128
16150,036027
8050,001168
854,103048
293,091050
1215,095033
4708,054035
3959,059016
6565,067032
24207,089013
2013,021058
23429,108035
4005,021059
7119,099023
1104,022129
534,001169
104270,003106
1261,083062
1899,014046
20091,015157
4978,024073
2856,013163
3622,022253
13724,035028
989,004152
7017,027027
11527,028058
9039,024074
10077,036028
28421,006114
2326,065080
4599,015158
411,004153
789,090044
462,095034
1349,090045
2709,090046
3803,042032
36186,091051
1783,095035
852,111045
1214,111046
2479,111047
334,095036
2109,111048
2993,007045
4079,064066
3927,017119
4766,017120
1529,111049
3868,096040
2706,096041
12019,029033
1279,006115
1130,066059
435,006116
256,006117
20706,026051
1931,017121
2047,042033
6099,019062
4913,044054
4072,017122
875,103049
4323,012107
9205,097057
1486,001170
2299,065081
60534,090047
794,002088
220,002089
14220,003108
2177,003109
724,018104
6675,058073
6729,065082
11738,013165
6507,097058
12601,012108
7074,097059
6932,091055
162,018105
520,079088
2114,083063
3704,065083
1243,097060
388,077019
117,006118
1187,095037
1267,091056
162,007046
4173,090048
943,019063
500,016145
74,005081
995,016146
147,016147
2390,013169
797,091057
3217,017123
15252,103050
959,056040
367,091058
84,004154
594,016148
722,091059
904,091060
981,017124
908,016149
219,009043
14131,015159
10156,023055
5077,080055
2829,091061
1691,070049
23432,001171
14719,053018
618,050023
901,009044
2899,071063
536,010042
3058,024075
4160,091062
1278,066062
7897,012109
836,012110
1719,016150
775,001172
2013,098042
2006,078087
3848,056041
31722,095038
1528,004155
4530,026052
5122,108036
3411,103051
147,016151
7047,091063
1975,091064
2155,111050
3877,026053
406,006119
2592,071035
2708,013170
3766,069057
1211,078088
17225,071036
1346,003112
891,111051
9684,056042
2353,075056
746,109029
869,051027
4829,021061
22857,069058
444,066063
1588,009045
1764,066064
1103,091066
2253,091067
391,057047
12548,017125
2458,017126
1151,001173
914,001174
3172,090049
224,091068
451,009046
2935,090050
35193,042034
743,091069
5319,016152
12606,016153
4776,097061
2847,030066
799,022130
2147,064067
5602,028059
1983,098043
269,025035
15026,017127
1433,098044
841,022131
5667,090051
1529,017128
4327,015164
5874,038017
2884,019064
6625,020038
6556,042035
3198,042036
31239,074012
5871,075057
1792,055024
2254,091070
679,065086
23683,063051
611,006120
1105,018106
465,033030
3348,001175
11273,006121
1843,030067
1211,006122
1203,066065
1609,091071
206,007047
1205,001176
10399,090052
13838,037046
1409,006123
1439,015165
2705,111052
6213,083064
11276,081013
1136,066066
22821,089014
973,054036
4739,017129
199,006124
3842,097062
47847,015166
3689,017130
1417,019065
212551,028060
635,090053
2107,090090
5356,065087
3792,062045
2690,004157
22125,026055
35409,065088
158,057048
2096,016154
4200,069059
5147,030068
571,004158
348,097063
2383,062046
178,017131
2134,017132
4074,016155
2134,036029
7783,073020
15906,073021
16337,087032
4559,050024
1086,034026
1648,070050
4456,090054
4503,016156
1941,082052
836,001177
3861,019066
8508,089015
2938,030069
20280,017133
1191,002090
1124,048031
661843,082053
22673,058074
1865,018107
8194,060046
2301,080056
1066,101016
1158,103052
918,009047
16527,063052
22540,084027
5448,030070
1436,075058
1508,095039
18650,080057
177,044056
21236,072033
989,069062
3904,065089
5772,016157
1026,078089
2068,030071
1259,023056
164,022133
2088,001178
309,018108
828,022134
9062,019067
5531,054037
2132,062047
753,071037
7707,081014
2084,062048
665,078092
1438,029034
28213,015168
8931,075059
4839,017134
3853,021062
431,001179
2086,078093
12046,061054
542,006125
1290,102026
195503,034027
643,006126
206,004160
651,064069
1927,018109
492,055025
2700,016158
10347,081015
31458,082054
2186,003114
352,016159
7757,093029
595,017135
427,005082
5696,054038
7030,017136
1289,060047
3153,023057
1285,006127
1988,097065
3296,076100
1382,078094
47215,087033
3154,060048
2986,090055
13086,083066
1660,075060
293,095040
2476,030073
583,111053
2167,095041
11335,015169
1696,062049
1131,001180
73622,018110
5526,030074
3840,001181
2743,017137
17919,036030
4763,050025
225,001182
1201,006128
4078,001183
14894,087034
2836,109030
4408,025036
730,024076
7388,026056
38,014047
770,078096
6009,016160
186,013178
662,041041
7010,020039
1780,016161
1840,022136
7724,048032
964,003115
11164,065090
782,022137
395,022138
459,005083
1087,055026
1697,067033
2719,099024
220,069063
440,069064
12125,068027
1567,069065
354,025037
1832,091072
1382,111054
1770,065091
658,066067
2349,090056
21589,022139
5924,041043
835,008040
882,065092
917,097067
274,004161
111,004162
471,007048
3831,028061
11364,015170
3176,001184
523,001185
613,001186
3347,019068
545,017139
613,017140
672,065093
761,001187
166441,054039
95058,041044
3434,046022
17513,023058
1531,019069
2136,066068
2225,097068
4464,071038
23691,015171
11014,023059
19624,047012
3992,066069
1941,062050
1133,066070
839,094032
1764,076058
257,094033
1978,057049
488,068029
1478,060049
9063,015172
619,001188
3766,070051
8897,101017
3154,082055
2674,082056
1119,057050
1110,070052
2802,041045
1900,043036
2245,109031
1074,079094
8190,081024
303,064071
1353,003116
1496,096042
1292,083067
1401,066071
1517,029035
5576,004163
1300,002093
1477,017141
347,004164
103587,033032
1275,028062
3986,019116
1279,065095
4737,017142
788,009048
2257,061056
4126,052020
4695,017206
2103,041047
1395,078097
8590,068030
1066,013183
2216,033033
2515,019072
15442,001189
2151,024077
2109,004165
1448,016162
12403,027028
12881,063053
2616,079096
17609,037047
1982,056043
1404,014048
1046,016163
2753,004166
2157,014049
502,096043
2233,046023
1203,016164
390,016165
11186,028063
90,016166
1338,068031
5744,076059
1162,060050
2758,060051
564,005084
177,096044
10665,061057
6585,060052
1499,103053
3518,054040
2045,052021
1129,019073
809,018111
8542,009049
905,006129
667,094035
446,008041
246,067034
1289,070053
2185,064072
132,069103
1222,078098
4003,076060
2055,054041
4648,061058
2604,071039
475,068032
1065,078099
6654,086015
76,004167
523,062051
622,041048
23686,046024
1449,064073
2892,061059
3031,062052
9244,047013
1280,019074
1862,018113
6688,026096
1438,022234
3785,025039
7128,037048
12040,026057
1351,008042
15965,015173
1743,098045
2423,046025
2520,010043
2676,018114
1599,019075
3079,051030
638,022142
1362,043038
2516,103054
2321,036031
4492,060053
2505,060054
5882,061060
6893,076062
544,011021
236,013184
143,002096
1157,111055
5987,063054
1714,018115
2936,001190
1144,029036
36306,001191
14956,067035
216,005085
8508,001192
1534,093030
3035,022143
1885,041049
1404,004168
3897,001193
186,002097
37194,015175
33420,049012
9587,028064
1043,043039
18479,001194
20140,028065
8275,024078
606,005086
610,033034
983,004169
3882,083068
91860,050026
823,003119
3361,001195
848,111056
7935,017143
90907,047014
3751,053019
1725,020041
1921,014050
1356,001196
708,018116
6435,019076
9260,102027
4473,066072
314,094036
1075,102028
1117,080059
698,078100
2018,079099
3804,080060
839,013185
4449,090057
643,009050
3345,004170
2437,030075
2141,045013
9153,033035
4102,060055
5937,075061
29076,052022
10046,100004
1274,057052
2613,071040
6441,057053
1082,066073
9922,038018
673,042037
622,094037
5236,099028
96,054042
848,069067
1447,081016
1366,072034
1866,014051
8387,015176
693,013186
1601,016167
1393,003120
10350,001197
4275,024079
3184,093031
3903,029037
3197,034050
2327,058078
918,102029
17839,072035
1631,036032
10365,080061
3149,082058
5319,065097
1520,007049
13362,063056
6423,043041
2339,065098
2903,082059
2125,096046
2135,069068
1129,004171
2705,017145
3339,028066
4595,042038
5619,050027
992,001198
352,006131
2447,022144
2173,003121
65545,058079
40492,063057
25049,063058
860,008044
3764,017146
1724,020043
237,095042
5196,017147
3777,096047
232,013187
15649,050028
2394,028067
3224,001199
3688,007052
20831,048033
174,007050
2503,062053
8881,047016
4616,033036
1759,017148
8324,026058
2278,014052
4377,013188
8159,025040
787,018117
1745,016168
13510,028069
11584,016170
1345,030076
26526,065099
2205,029038
165,004172
12783,060056
3522,006132
2331,008045
29536,050029
2097,062054
1612,061061
3749,028068
6556,033037
6833,016169
1397,006133
7026,017149
801,007051
589,006134
2356,020044
3354,016171
15104,059017
5022,016172
6911,017150
7102,045014
1661,109032
333,006135
1139,058080
12896,026059
1001,006136
4916,068033
6135,051031
1924,055028
8976,046026
15179,093032
4964,013189
700,008046
2541,030077
2030,005087
1474,018118
1059,001200
1811,022244
7909,061062
773,040031
1172,080062
3769,049013
2967,012113
6320,075097
16144,084028
16688,020045
12776,043042
16149,109033
9449,029039
22302,090058
2364,012114
14144,029052
756,026060
2405,070055
12033,049014
385,010044
24940,027029
11647,038019
3884,089020
5002,111057
3469,011022
1186,096048
